,a.0.9,a.10.19,a.20.29,a.30.39,a.40.49,a.50.59,a.60.69,a.70.79,a.80.89,f,m,armed.forces,civilian.employed,not.in.labor.force,unemployed,abroad.house,diff.us.house,same.house,i.0.9999,i.10000.14999,i.15000.24999,i.25000.34999,i.35000.49999,i.50000.64999,i.65000.74999,i.75000.99999,abroad.born,naturalization,not.citizen,puerto.rico.born,us.born,divorced,married,never,separated,widowed,no.schooling,private,public,with.disability,without.disability,federal,local,not.working,private.no.profit,private.profit,self.employed.corp,self.employed.no.corp,state,with.insurance,without.insurance,asian,black,other,two,white
160,332,241,230,260,381,286,251,163,42,1057,1129,6,1163,993,24,19,326,1841,1176,13,11,26,46,90,66,758,18,309,206,0,1653,84,1085,930,32,55,1620,126,440,78,2108,319,50,1021,165,438,60,95,38,2131,55,409,61,36,103,1577
161,1208,605,860,1174,1233,815,573,270,169,3210,3697,0,3668,3089,150,99,648,6160,4067,31,29,202,492,454,109,1523,139,1261,1185,0,4322,313,3146,3084,65,299,5239,431,1237,521,6386,540,132,3216,336,2208,139,267,69,6284,623,1225,137,846,345,4354
162,507,233,496,1012,392,256,264,156,101,1799,1618,0,2019,1327,71,40,845,2532,1845,0,45,133,156,215,125,898,82,545,1179,18,1593,325,1343,1604,47,98,2753,137,527,225,3192,209,61,1393,115,1475,48,95,21,3217,200,1268,235,17,175,1722
163,656,329,866,1271,589,507,514,239,123,2668,2426,59,3152,1799,84,452,993,3649,2737,0,130,81,189,299,176,1482,154,902,1248,0,2790,395,2218,2299,0,182,4093,351,650,416,4678,473,171,1926,529,1652,46,181,116,4664,430,1070,79,166,237,3542
164,694,396,1015,1132,496,450,250,75,65,2290,2283,10,2870,1640,53,154,1197,3222,2567,46,162,270,244,218,239,827,81,762,1671,20,2039,238,1948,2236,44,107,3444,139,990,124,4449,207,168,1692,181,2137,71,97,20,4072,501,1621,216,418,52,2266
165,542,337,836,1022,493,461,439,109,74,1897,2416,13,2620,1615,65,147,583,3583,2199,36,87,196,281,218,82,1214,40,529,1465,0,2279,194,1587,2369,94,69,3432,312,569,190,4123,297,106,1687,339,1638,57,175,14,3866,447,1155,62,681,313,2102
166,227,271,94,254,243,319,193,150,98,958,891,27,965,836,21,26,204,1619,1117,26,25,14,58,52,6,551,36,257,53,0,1503,91,946,707,9,96,1328,146,375,135,1714,179,65,877,147,426,77,56,22,1783,66,265,46,36,104,1398
167,470,467,513,679,480,444,500,282,97,1889,2043,10,2223,1585,114,43,471,3418,2393,30,68,231,176,229,83,722,68,682,471,0,2711,338,1560,1913,18,103,3022,118,792,253,3679,268,235,1690,363,1237,54,69,16,3573,359,473,428,312,321,2398
168,497,397,445,417,592,423,353,148,29,1606,1695,28,1864,1360,49,9,420,2872,1921,49,118,109,222,171,92,619,62,781,719,0,1739,224,1446,1515,30,86,2451,121,729,184,3117,220,84,1439,182,1169,65,121,21,2817,484,575,415,145,135,2031
169,379,623,309,162,523,804,649,428,183,2147,1913,0,1647,2325,88,31,257,3772,2818,0,0,29,77,104,46,986,170,574,251,8,3057,173,2164,1485,16,222,2953,420,687,292,3768,174,54,2402,151,765,261,203,50,4009,51,498,36,95,106,3325
170,479,687,332,323,663,823,725,330,210,2507,2065,12,2177,2319,64,66,219,4287,2858,51,26,33,101,85,61,1357,155,875,294,0,3248,146,2500,1725,20,181,3232,347,993,244,4328,268,52,2383,229,1183,287,147,23,4535,37,830,115,23,169,3435
171,424,451,1073,1017,786,522,292,171,154,2327,2563,21,3136,1605,128,261,1899,2730,2342,19,56,146,114,358,359,1496,148,946,1233,33,2530,440,1900,2254,153,143,3859,260,771,232,4658,261,69,1742,281,2222,221,78,16,4696,194,1387,213,19,308,2963
172,164,407,197,315,467,320,284,390,207,1463,1288,0,1219,1359,173,220,567,1964,1822,42,18,2,106,34,136,591,58,659,618,0,1416,367,1141,1060,24,159,2129,186,436,272,2479,145,72,1520,80,758,111,65,0,2687,64,733,313,65,102,1538
173,795,1185,492,496,1083,1192,1008,724,424,3763,3636,14,3319,4004,62,123,471,6805,5173,16,22,72,113,180,0,1823,167,1724,417,30,5061,128,4208,2645,89,329,5273,832,1294,588,6811,256,117,4049,218,2184,366,200,9,7204,195,1844,167,90,224,5074
174,541,786,186,286,687,743,540,289,149,2059,2148,22,1930,2187,68,40,355,3812,2671,0,38,74,106,83,46,1189,46,769,292,34,3066,97,2403,1586,27,94,2922,361,924,260,3947,348,109,2262,192,1027,185,84,0,4059,148,880,48,13,157,3109
175,622,877,550,331,808,1131,878,395,210,2945,2857,8,2858,2802,134,47,450,5305,3757,0,69,81,134,131,45,1585,92,1153,335,0,4222,188,3316,2139,14,145,4215,359,1228,313,5489,264,134,2905,182,1867,314,120,16,5599,203,1283,115,0,188,4216
176,482,481,292,261,546,710,406,119,38,1728,1607,0,1797,1495,43,55,210,3070,1973,9,50,71,48,80,81,1023,46,425,166,20,2678,100,1775,1398,0,62,2311,271,753,132,3203,181,137,1529,133,1053,147,96,59,3203,132,567,83,0,72,2613
177,735,692,647,630,719,1026,859,281,156,2881,2864,13,3406,2253,73,39,418,5288,3358,25,33,158,227,205,105,1634,197,687,221,0,4640,207,3045,2291,0,202,4200,387,1158,381,5364,380,292,2307,365,2098,108,161,34,5696,49,759,318,80,143,4445
178,401,388,373,422,374,726,382,121,30,1463,1754,0,1832,1346,39,41,217,2959,1771,17,33,118,73,117,84,1004,22,533,87,10,2565,186,1745,1233,7,46,2417,276,524,178,3039,244,107,1371,203,1175,28,75,14,3168,49,400,115,29,126,2547
179,240,309,207,307,225,303,286,98,0,1044,931,17,1145,776,37,8,163,1804,1104,40,15,19,51,69,58,619,31,215,128,12,1589,199,837,907,18,14,1407,68,500,60,1915,76,70,811,47,844,30,90,7,1897,78,170,58,0,87,1660
180,371,233,580,641,426,520,196,112,20,1504,1595,0,2119,881,99,59,740,2300,1455,8,65,81,213,186,76,1015,61,285,282,0,2471,311,1191,1498,53,46,2523,130,446,177,2922,205,128,968,196,1434,45,99,24,3036,63,360,117,46,130,2446
181,688,846,626,742,718,837,465,248,72,2545,2697,0,3122,1880,240,13,759,4470,2976,108,168,284,270,235,117,1084,92,721,1202,31,3196,348,2231,2419,93,151,3764,137,1341,298,4944,162,177,2099,156,2292,102,228,26,4557,685,411,268,844,359,3360
182,454,526,440,674,545,596,325,236,41,1889,1948,19,2136,1647,35,43,524,3270,2116,17,129,141,100,106,121,1107,135,466,731,4,2501,314,1851,1548,45,79,2921,176,740,210,3627,126,109,1687,168,1592,102,40,13,3689,148,1103,234,138,239,2123
183,956,998,938,1199,1090,802,775,355,138,3742,3509,8,4376,2670,197,65,723,6463,4165,128,606,379,436,399,182,956,142,1046,2152,65,3846,365,2881,3793,82,130,5217,202,1832,509,6742,200,223,3038,157,3004,212,339,78,5711,1540,1090,509,1539,320,3793
184,526,354,604,820,544,550,524,80,16,1973,2045,0,2554,1307,157,184,677,3157,2247,48,399,108,284,232,51,649,97,870,1159,23,1869,320,1706,1879,67,46,3217,178,623,339,3679,171,106,1453,154,1821,70,200,43,3263,755,569,387,452,164,2446
185,707,341,968,767,472,355,308,144,110,2322,1850,0,2425,1652,95,135,897,3140,2675,38,117,109,168,174,118,773,157,355,1756,33,1871,301,1448,2287,33,103,3414,74,684,318,3854,137,111,1747,110,1925,29,104,9,3641,531,1305,490,466,31,1880
186,745,761,1121,1789,1132,571,356,153,97,3153,3572,0,4290,2205,230,321,2000,4404,3971,126,293,493,668,200,229,745,43,979,2487,15,3201,459,2499,3482,100,185,4987,193,1545,284,6441,232,223,2963,175,2704,125,238,65,5479,1246,1205,943,1199,176,3202
187,380,136,416,654,503,131,162,50,7,1211,1228,0,1563,822,54,121,660,1658,1204,16,0,27,180,141,119,752,38,250,855,0,1296,87,1222,1027,44,59,1997,170,272,116,2323,105,46,885,84,1186,48,51,34,2275,164,1171,415,88,20,745
188,584,315,717,854,666,308,138,58,18,2048,1610,27,2155,1348,128,95,1149,2414,1832,0,45,173,188,184,193,1043,34,566,841,0,2217,198,1645,1766,27,22,2833,98,727,129,3529,246,100,1508,196,1452,81,51,24,3495,163,1638,467,85,156,1312
189,585,441,214,843,670,544,149,151,174,2022,1749,0,1876,1755,140,70,863,2838,2440,29,88,227,101,234,67,585,41,795,947,7,1981,264,1613,1655,85,154,2667,210,894,327,3444,92,101,2051,97,1314,27,63,26,3297,474,1671,712,144,45,1199
190,638,320,306,794,620,119,133,74,10,1458,1556,12,1532,1448,22,89,809,2116,1728,0,22,92,208,178,83,703,105,498,917,0,1494,176,1335,1425,15,63,2116,161,737,148,2866,158,89,1459,82,1157,37,18,14,2915,99,1428,285,0,195,1106
191,670,942,552,518,870,1142,528,202,18,2750,2692,16,3175,2210,41,118,615,4709,3013,11,77,63,165,200,71,1842,118,1251,402,17,3654,103,3032,2200,26,81,3760,180,1502,260,5182,486,167,2219,346,1946,160,95,23,5350,92,2021,127,85,254,2955
192,672,857,492,581,745,1062,596,261,147,2776,2637,0,2820,2499,94,41,366,5006,3403,17,48,59,153,178,49,1506,86,626,427,0,4274,203,2841,2122,54,193,3827,313,1273,345,5068,304,222,2580,221,1735,153,168,30,5279,134,1043,212,37,205,3916
193,135,123,72,111,175,238,216,61,16,548,599,0,631,484,32,12,50,1085,667,0,19,31,74,24,16,316,21,161,87,0,878,43,692,392,4,16,898,76,173,36,1111,79,55,509,70,348,39,37,10,1121,26,225,155,0,34,733
194,939,828,1055,892,822,864,524,328,99,3227,3124,11,3569,2482,289,42,906,5403,3630,107,344,531,373,282,105,979,106,1388,1215,12,3630,429,2391,3299,90,142,4593,264,1494,410,5941,284,109,2768,459,2456,116,114,45,5310,1041,554,1489,485,174,3649
195,969,625,664,1160,1019,911,910,530,384,3832,3340,26,3770,3146,230,105,875,6192,4208,33,77,95,425,268,219,1847,154,832,341,0,5845,649,3354,2966,14,189,5642,361,1169,698,6474,399,297,3372,253,2561,120,125,45,6939,233,813,622,16,671,5050
196,210,298,147,171,341,410,344,267,65,1119,1134,11,1127,1067,48,3,179,2071,1458,9,7,15,64,20,29,651,66,294,19,11,1863,74,1249,838,10,82,1678,91,484,188,2065,86,48,1116,133,651,95,111,13,2195,58,214,97,0,59,1883
197,421,538,206,230,452,603,445,326,61,1634,1648,0,1638,1589,55,21,177,3084,2054,9,9,26,28,64,22,1070,61,352,56,7,2806,158,1871,1197,10,46,2266,266,750,161,3121,149,53,1644,137,1047,113,119,20,3174,108,296,0,0,94,2892
198,596,1214,477,513,821,1049,1024,442,120,3072,3184,24,3205,2974,53,8,470,5778,4069,31,86,71,173,204,143,1479,131,854,147,34,5090,210,3432,2482,33,99,4374,317,1565,342,5914,310,190,3044,307,1780,303,284,38,6134,122,988,170,9,236,4853
199,734,556,684,825,846,613,245,230,83,2614,2202,14,2710,2051,41,88,1005,3723,2787,33,31,71,238,244,144,1268,166,631,937,12,3070,401,1948,2377,24,66,3354,342,1120,245,4571,335,157,2107,229,1654,121,154,59,4519,297,1219,278,239,239,2841
200,659,735,1229,653,815,819,852,285,238,3281,3004,11,3609,2504,161,69,1322,4894,3863,39,108,123,297,276,60,1519,259,693,302,139,4892,429,2549,3019,76,212,4598,430,1257,713,5572,378,105,2664,353,2470,135,180,0,6041,244,590,759,140,256,4540
201,671,557,305,530,728,800,833,289,102,2451,2364,0,2605,2065,145,52,369,4394,2839,0,7,109,150,99,118,1493,94,678,133,50,3860,340,2640,1724,12,99,3622,306,887,293,4522,311,155,2207,237,1418,225,238,24,4724,91,547,172,61,152,3883
202,365,157,350,408,481,575,540,263,136,1883,1392,0,1972,1195,108,70,494,2711,1659,14,27,78,53,291,159,994,100,345,170,30,2630,494,1455,1093,93,140,2737,172,366,200,3075,265,122,1301,180,1140,114,144,9,3211,64,337,135,12,120,2671
203,515,310,556,475,528,556,345,195,122,1893,1709,0,1972,1567,63,0,517,3085,2215,0,158,161,202,243,108,515,113,547,567,15,2360,291,1600,1536,58,117,2751,146,705,302,3300,130,120,1636,119,1224,85,233,55,3053,549,326,571,61,445,2199
204,328,247,436,501,271,244,220,131,25,1159,1244,12,1413,912,66,48,635,1720,1448,18,90,145,74,156,63,409,40,337,496,0,1530,276,814,1206,53,54,1850,43,510,283,2120,64,85,999,139,992,46,68,10,2039,364,305,306,137,177,1478
205,340,240,496,901,568,391,423,232,178,2051,1718,0,2419,1319,31,28,870,2871,1878,0,26,100,182,237,132,1214,85,506,457,19,2702,340,1533,1625,135,136,3123,143,503,371,3398,200,111,1318,245,1698,50,147,0,3640,129,467,184,47,136,2935
206,407,155,602,871,566,580,595,303,227,2198,2108,42,2671,1583,10,135,1330,2841,1980,0,45,67,170,241,204,1599,56,635,255,0,3360,374,1994,1691,86,161,3825,193,288,357,3949,227,91,1625,140,1848,206,155,14,4132,174,430,185,7,63,3621
207,615,318,427,683,802,652,617,542,165,2564,2257,44,2864,1853,60,33,477,4311,2481,52,75,118,143,143,265,1544,79,796,346,15,3585,549,2187,1824,0,261,3790,283,748,239,4582,478,170,1937,225,1693,82,205,31,4683,138,513,131,62,326,3789
208,530,580,843,974,716,495,286,143,48,2407,2208,0,2807,1648,160,189,794,3632,2823,0,263,319,291,276,113,530,80,1012,896,71,2556,431,1545,2407,92,140,3262,214,1139,187,4428,156,127,1979,226,1947,10,148,22,3798,817,413,1307,236,147,2512
209,357,269,369,625,490,483,457,333,106,1820,1669,11,2127,1333,18,34,573,2882,1774,9,38,56,130,342,106,1034,50,275,122,5,3037,421,1430,1422,49,167,2781,83,625,216,3273,241,121,1358,169,1248,105,147,100,3448,41,310,90,56,172,2861
210,365,334,105,148,413,393,306,177,51,1151,1141,0,1171,1051,70,22,140,2130,1377,10,11,26,40,47,42,739,59,277,70,0,1886,66,1276,876,20,54,1595,147,550,161,2131,151,42,1112,113,694,67,93,20,2263,29,290,22,13,81,1886
211,1820,1047,1893,2350,1527,842,620,112,18,4955,5274,100,6082,3765,282,167,2998,7064,5133,21,359,313,811,692,398,2502,141,1870,2838,100,5280,579,4099,5207,154,190,7658,565,2006,570,9659,513,175,4130,704,4241,189,166,111,9204,1025,4000,2036,101,231,3861
212,346,463,237,423,432,540,346,131,23,1427,1514,9,1779,1123,30,0,207,2734,1608,18,15,79,84,102,81,954,124,459,362,0,1996,174,1539,1163,30,35,2166,100,675,126,2815,166,100,1161,207,1161,28,87,31,2876,65,639,22,30,113,2137
213,574,831,427,417,1021,904,526,112,70,2488,2394,26,2626,2103,127,32,296,4554,2852,16,57,91,220,167,115,1364,78,908,527,22,3347,169,2579,1938,45,151,3399,191,1292,316,4566,238,170,2241,240,1749,139,78,27,4751,131,1369,114,74,211,3114
214,555,871,480,404,847,1077,629,240,88,2716,2475,9,2834,2197,151,0,431,4760,2955,53,36,95,89,260,81,1622,102,954,227,0,3908,172,2843,2003,32,141,3728,213,1250,263,4928,341,156,2341,258,1763,178,127,27,5020,171,1185,119,42,315,3530
215,948,1078,754,1043,1208,1314,758,268,0,3672,3699,52,4226,2741,352,0,573,6798,4109,53,196,125,236,307,166,2179,66,1605,586,0,5114,459,3395,3272,121,124,5076,321,1974,547,6824,391,279,3098,497,2697,225,144,40,6863,508,2306,321,83,97,4564
216,973,1270,683,556,1581,1147,779,391,168,3681,3867,0,3927,3420,201,0,346,7202,4632,27,28,151,195,191,98,2226,86,1847,455,12,5148,351,3866,2980,126,225,5175,361,2012,321,7227,396,156,3586,379,2569,182,223,57,7336,212,2963,455,95,483,3552
217,583,699,738,607,775,985,707,255,194,2843,2700,34,3130,2192,187,56,580,4907,3190,48,238,164,235,334,109,1225,185,999,588,27,3744,370,2621,2370,40,142,4117,198,1228,654,4889,257,281,2392,274,2042,126,127,44,5037,506,1226,547,109,192,3469
218,943,858,634,879,1033,1041,645,200,122,3283,3072,13,3566,2625,151,29,505,5821,3906,24,329,377,392,205,179,943,136,896,1134,36,4153,575,2280,3210,71,219,4559,349,1447,515,5840,188,369,2848,157,2383,166,213,31,5492,863,579,307,599,384,4486
219,427,329,667,428,615,446,178,93,48,1534,1697,0,1980,1186,65,29,809,2393,1681,17,163,184,208,226,122,630,130,637,497,0,1967,373,1335,1412,34,77,2440,65,726,258,2973,184,175,1238,224,1292,41,77,0,2939,292,781,477,168,212,1593
220,737,706,761,485,1048,1179,765,465,349,3346,3149,22,3414,2894,165,29,262,6204,3808,16,86,109,217,301,88,1870,110,1530,473,0,4382,308,3497,2271,0,419,4802,349,1344,541,5954,400,113,3041,308,2181,193,151,108,6156,339,1363,418,107,308,4299
221,219,337,162,100,243,424,260,54,16,984,831,18,934,823,40,7,121,1687,1087,0,17,63,48,64,31,505,4,208,42,0,1561,39,1027,712,16,21,1305,87,423,82,1733,97,58,869,88,515,72,111,5,1770,45,263,56,0,71,1425
222,438,661,272,373,453,770,593,148,74,1984,1798,35,1883,1838,26,12,99,3671,2422,30,15,34,100,89,61,1031,118,418,202,0,3044,125,2103,1458,19,77,2671,194,917,167,3615,157,86,1901,130,1260,149,77,22,3666,116,667,38,0,126,2951
223,437,437,329,438,463,571,388,209,66,1580,1758,25,1919,1309,85,59,178,3101,1846,7,59,54,289,166,49,868,115,538,274,10,2401,278,1702,1268,11,79,2413,183,742,238,3100,166,168,1407,96,1328,84,67,22,3141,197,433,78,116,103,2608
224,920,639,862,1335,1044,652,569,237,55,3281,3032,16,3745,2360,192,90,1008,5215,3781,8,137,241,552,523,151,920,112,1031,917,28,4225,410,2445,3272,89,97,4783,142,1388,350,5963,237,202,2854,303,2491,80,82,64,5638,675,1504,1084,141,483,3101
225,937,629,1029,1293,1218,711,497,127,108,3370,3179,79,3870,2347,253,22,678,5849,3753,26,240,352,463,489,219,1007,132,1457,772,0,4188,452,2773,3049,147,128,4800,394,1355,368,6181,334,280,2670,417,2449,114,224,61,5704,845,1685,379,187,430,3868
226,118,184,334,394,252,191,122,19,19,763,870,27,1044,505,57,24,700,909,806,5,34,89,161,174,57,307,71,333,320,1,908,101,640,778,75,39,1282,16,335,119,1514,54,94,590,94,744,4,17,36,1345,288,559,215,90,166,603
227,885,1424,797,1084,1294,1178,534,188,127,3649,3862,0,4253,3136,122,0,1003,6508,4831,20,161,366,395,483,188,1067,66,1655,1517,13,4260,227,3309,3532,139,304,5285,311,1915,358,7153,422,410,3241,328,2793,187,89,41,6292,1219,2183,758,302,136,4132
228,487,321,742,506,450,656,262,90,37,1916,1635,29,2187,1246,89,24,541,2986,1782,50,169,190,186,204,68,902,82,616,693,0,2160,251,1472,1687,31,110,2568,202,781,252,3299,144,144,1372,193,1463,100,92,43,3201,350,1166,364,90,183,1748
229,663,465,685,910,713,486,371,181,80,2332,2222,0,2780,1668,106,167,595,3792,2726,9,166,273,285,343,89,663,45,1147,1325,19,2018,301,1768,2214,34,237,3529,92,933,342,4212,132,232,1768,206,1991,74,131,20,3755,799,1544,616,248,184,1962
230,780,459,468,910,978,850,284,242,56,2684,2343,4,2853,2081,89,42,1069,3916,2648,18,153,296,261,445,196,1010,85,873,868,9,3192,414,2317,2089,53,154,3809,158,1060,432,4595,303,287,2162,205,1698,79,186,107,4655,372,1345,341,549,587,2205
231,715,475,709,1026,676,616,323,203,60,2643,2160,23,2641,1966,173,95,402,4306,2835,21,215,199,343,294,181,715,84,1193,1035,35,2456,145,2314,2230,37,77,3592,161,1050,362,4441,152,211,2273,185,1738,66,154,24,4271,532,1618,248,176,178,2583
232,473,630,306,363,600,811,449,138,77,1897,1950,32,1955,1774,86,42,504,3301,2301,0,58,72,87,71,96,1162,116,516,163,20,3032,181,2061,1505,27,73,2641,188,1018,235,3612,263,207,1881,207,1043,91,113,42,3656,191,719,51,101,178,2798
233,391,710,396,496,646,784,318,179,0,2055,1865,8,2403,1486,23,78,217,3625,2055,31,138,146,170,359,157,864,33,765,573,0,2549,233,1828,1781,22,56,2611,77,1232,180,3740,134,233,1516,203,1630,0,110,94,3857,63,1253,426,52,142,2047
234,361,489,236,231,447,510,461,111,21,1346,1521,24,1475,1308,60,9,248,2610,1628,17,66,32,94,55,59,916,72,397,51,0,2347,50,1610,1139,2,66,1993,165,709,146,2721,220,158,1388,142,749,97,81,32,2760,107,526,69,11,121,2140
235,918,882,1059,1265,1053,946,767,193,209,3862,3430,0,4295,2874,123,180,1083,6029,3979,20,209,148,294,451,328,1863,76,2306,1454,51,3405,433,3674,3122,18,45,5302,131,1859,340,6952,589,197,2994,255,2707,302,178,70,6711,581,4216,386,155,154,2381
236,635,1357,519,516,1283,1534,816,370,65,3488,3607,0,3824,3138,133,2,209,6884,4420,3,106,70,130,259,142,1965,36,1442,461,25,5131,170,3831,2885,5,204,4892,467,1736,405,6690,397,328,3266,338,2354,166,209,37,7018,77,2095,489,48,227,4236
237,715,654,833,809,717,767,398,255,14,2701,2461,22,2847,2084,209,42,683,4437,3078,41,237,240,412,279,160,715,98,914,1274,0,2876,293,2287,2444,68,70,3610,382,1170,321,4841,95,65,2439,154,2151,79,117,62,4525,637,1629,441,150,237,2705
238,713,725,826,787,828,1015,645,281,36,2896,2960,17,3202,2350,287,116,561,5179,3590,106,317,264,341,418,107,713,85,1546,1240,0,2985,289,2502,2739,18,308,4227,147,1482,403,5453,248,235,2712,150,2174,136,146,55,5284,572,2180,339,191,257,2889
239,633,279,527,944,523,537,330,138,187,2351,1747,0,2318,1703,77,154,908,3036,2105,12,98,129,95,314,178,1167,106,625,704,0,2663,339,1752,1865,24,118,3179,244,675,256,3842,379,185,1755,198,1381,96,76,28,3719,379,940,470,11,238,2439
240,866,764,1935,1398,969,862,485,176,83,3570,3968,70,4850,2492,126,364,1909,5265,3934,52,131,144,657,644,290,1686,133,1203,1334,122,4746,303,3117,3818,128,172,5482,328,1728,331,7207,304,329,2664,406,3249,303,137,146,6802,736,1793,649,145,356,4595
241,389,305,1179,1170,707,624,224,103,0,2373,2328,71,3279,1311,40,23,1658,3020,2108,0,145,212,280,342,257,1357,140,677,789,33,3062,424,1729,2316,154,78,3444,108,1149,224,4477,464,223,1415,225,2101,48,108,117,4325,376,1092,525,119,36,2929
242,521,514,1269,897,760,506,275,0,109,2445,2406,40,3050,1648,113,226,1202,3423,2504,0,148,153,264,413,180,1189,104,835,1016,70,2826,315,1838,2454,99,145,3478,254,1119,163,4688,341,262,1779,155,2019,81,145,69,4509,342,1364,327,85,301,2774
243,444,572,264,434,620,561,318,208,36,1824,1633,0,1815,1573,69,3,359,3095,2042,60,65,88,181,119,116,786,50,1296,311,0,1800,146,1793,1381,59,78,2390,213,854,190,3267,171,97,1628,225,1031,117,145,43,3319,138,1808,93,5,162,1389
244,296,209,517,590,387,247,231,50,12,1174,1365,33,1718,769,19,36,489,2014,1129,16,62,147,316,248,125,496,36,434,335,0,1734,269,850,1315,33,72,1967,121,451,122,2417,164,109,810,137,1116,22,127,54,2286,253,672,422,147,102,1196
245,435,339,365,507,415,353,329,208,71,1544,1478,0,1630,1372,20,28,487,2507,1648,14,57,101,156,111,117,818,75,343,338,0,2266,219,1308,1310,42,143,2186,149,687,293,2729,156,92,1382,142,1059,11,120,60,2856,166,711,136,0,123,2052
246,861,1043,804,969,1106,1026,643,352,130,3559,3375,0,3658,3124,152,80,1232,5622,4180,51,112,177,313,448,349,1304,111,1023,1174,0,4626,464,3015,3104,125,226,5201,241,1492,377,6557,389,307,3251,257,2370,122,173,65,6291,643,2103,510,43,465,3813
247,583,1045,678,398,912,1289,897,403,455,3264,3396,34,3505,2950,171,48,586,6026,4263,0,54,96,208,194,73,1772,153,702,174,0,5631,172,3497,2692,52,247,4985,463,1212,655,6005,461,217,3127,253,1935,198,304,165,6360,300,646,327,147,269,5271
248,732,856,421,426,658,1111,1361,458,169,3055,3137,7,3049,2960,176,40,476,5676,4007,8,126,53,186,237,85,1490,169,566,166,0,5291,159,3432,2243,43,315,4523,318,1351,388,5804,423,203,3129,311,1606,243,201,76,6011,181,501,254,38,181,5218
249,376,387,179,411,324,482,530,247,87,1549,1474,22,1545,1419,37,13,244,2766,1723,0,14,35,131,102,20,998,63,419,64,3,2474,120,1756,1041,4,102,2318,159,546,207,2816,236,92,1455,64,898,133,109,36,2905,118,327,117,10,122,2447
250,548,1259,578,435,1002,1149,1054,411,140,3430,3146,79,3453,2912,132,44,581,5951,3974,21,88,187,133,179,104,1890,328,1228,315,0,4705,279,3562,2549,19,167,4675,216,1685,377,6199,588,279,3107,342,1836,303,92,29,6223,353,1086,716,36,133,4605
251,510,560,439,329,406,866,705,144,76,2076,1959,54,2141,1718,122,9,194,3832,2463,0,57,29,109,151,53,1173,87,427,0,62,3459,116,2234,1593,16,76,2896,287,852,186,3849,438,218,1895,151,913,248,151,21,3891,144,369,239,0,163,3264
252,463,627,359,470,534,508,284,184,7,1718,1718,41,1776,1580,39,54,241,3141,2015,11,62,117,119,300,92,720,82,598,156,28,2572,170,1625,1537,34,70,2399,169,868,81,3355,245,266,1641,171,918,63,122,10,3237,199,409,241,85,274,2427
253,586,510,628,747,781,668,501,137,70,2355,2273,81,2702,1787,58,26,672,3930,2352,44,111,184,397,290,192,1058,62,750,614,6,3196,406,2029,2040,25,128,3472,138,1018,198,4430,350,307,1923,332,1417,38,207,54,4195,433,723,518,306,239,2842
254,348,594,257,428,433,728,800,346,146,1960,2120,8,2141,1863,68,0,231,3849,2396,29,76,57,141,175,101,1105,38,470,37,0,3535,125,2343,1491,13,108,3059,175,846,198,3882,163,116,1928,260,1215,251,125,22,3981,99,308,36,12,119,3605
