,a.0.9,a.10.19,a.20.29,a.30.39,a.40.49,a.50.59,a.60.69,a.70.79,a.80.89,f,m,armed.forces,civilian.employed,not.in.labor.force,unemployed,abroad.house,diff.us.house,same.house,i.0.9999,i.10000.14999,i.15000.24999,i.25000.34999,i.35000.49999,i.50000.64999,i.65000.74999,i.75000.99999,abroad.born,naturalization,not.citizen,puerto.rico.born,us.born,divorced,married,never,separated,widowed,no.schooling,private,public,with.disability,without.disability,federal,local,not.working,private.no.profit,private.profit,self.employed.corp,self.employed.no.corp,state,with.insurance,without.insurance,asian,black,other,two,white
127,668,462,609,1244,667,894,641,324,177,3163,2523,0,2910,2612,164,140,787,4759,3736,14,99,115,471,242,119,890,87,1421,1751,20,2407,457,2151,2711,176,191,4327,458,901,454,5232,355,183,2773,304,1797,67,188,19,4411,1275,1023,1468,85,234,2876
128,125,163,238,468,359,460,521,264,257,1545,1310,0,1470,1334,51,51,177,2627,1787,0,41,140,193,133,66,495,116,1000,451,39,1249,258,979,1186,42,390,2424,136,295,374,2481,284,90,1383,164,741,54,131,8,2554,301,204,905,17,189,1540
129,573,650,234,293,783,779,518,396,127,2220,2133,32,2076,2108,137,53,260,4040,2828,0,37,40,73,107,51,1217,54,826,349,12,3112,116,2496,1569,44,128,3056,395,902,370,3983,243,136,2247,188,1230,135,141,33,4236,117,949,89,44,190,3081
130,526,585,344,380,483,758,627,308,147,2052,2106,0,1942,2154,62,107,473,3578,2618,0,41,102,92,51,65,1189,124,600,195,0,3239,124,2245,1706,0,83,2960,414,784,312,3846,338,64,2194,178,1038,163,160,23,4062,96,422,53,23,191,3469
131,399,494,182,236,447,558,273,290,82,1498,1463,19,1463,1428,51,0,265,2696,1904,13,9,71,58,70,24,812,59,349,128,5,2420,88,1585,1183,16,89,2009,249,703,138,2823,176,65,1469,165,867,82,91,46,2900,61,323,47,24,100,2467
132,693,549,650,584,781,665,720,363,176,2516,2665,32,2730,2292,127,150,493,4538,2988,30,44,157,154,161,133,1514,169,996,605,10,3401,343,2492,2063,65,218,3904,432,845,494,4687,371,178,2417,196,1733,88,186,12,4931,250,1323,278,13,384,3183
133,307,357,253,171,370,412,425,217,80,1263,1329,32,1163,1339,58,44,188,2360,1766,9,43,17,47,64,16,630,48,626,312,5,1601,112,1390,989,23,78,1791,254,547,157,2435,138,41,1410,107,740,91,54,11,2539,53,524,36,20,210,1802
134,834,1210,982,1191,1067,1096,828,233,193,4045,3589,0,4078,3375,181,502,693,6439,4581,20,91,133,392,381,122,1914,177,1233,1827,52,4345,354,3537,3462,124,157,5048,419,2167,513,7121,564,151,3541,358,2529,200,236,55,6948,686,2007,596,1,334,4696
135,542,602,235,441,632,596,402,182,363,2056,1939,4,1951,1977,63,115,244,3636,2363,16,58,56,75,112,81,1234,66,640,110,0,3179,152,2048,1536,35,224,2944,149,902,351,3644,436,98,2013,298,943,56,137,14,3812,183,613,178,110,182,2912
136,539,394,393,434,529,658,296,164,124,1749,1782,15,1824,1646,46,0,339,3192,2050,26,147,155,119,130,106,798,62,721,662,55,2031,81,1725,1464,42,219,2599,186,746,284,3247,220,104,1680,189,1106,76,121,35,3231,300,539,240,77,167,2508
137,657,687,304,539,761,784,408,320,154,2285,2329,32,2365,2086,131,0,585,4029,2854,61,27,73,125,92,111,1271,83,627,184,13,3707,321,2241,1829,42,181,3406,220,988,310,4304,224,180,2233,261,1358,169,156,33,4426,188,762,115,32,219,3486
138,360,522,378,276,409,742,250,205,94,1699,1537,0,1735,1434,67,73,442,2721,1888,58,17,174,50,70,56,923,96,332,158,0,2650,197,1546,1324,70,99,2364,281,591,198,3038,201,175,1488,121,1014,180,57,0,3050,186,329,0,8,306,2593
139,313,428,122,244,401,457,283,140,133,1264,1257,6,1225,1265,25,51,285,2185,1552,0,42,19,77,62,28,741,70,379,136,9,1927,127,1305,961,6,122,1803,87,631,193,2328,153,53,1281,133,718,88,95,0,2460,61,346,0,34,93,2048
140,386,437,262,192,368,423,280,135,103,1332,1254,15,1363,1160,48,31,314,2241,1633,0,17,50,114,50,53,669,93,323,110,4,2056,140,1176,1177,8,85,1779,157,650,147,2439,148,137,1195,138,684,94,171,19,2478,108,305,131,0,200,1950
141,953,1240,434,689,1058,1177,902,571,165,3543,3646,30,3413,3645,101,80,845,6264,4646,31,161,136,253,180,83,1699,232,945,735,46,5231,378,3411,3045,90,265,5104,377,1708,513,6676,537,154,3775,315,1994,146,219,49,6936,253,1198,151,355,285,5200
142,478,815,269,409,499,957,657,404,134,2339,2283,30,2133,2443,16,12,483,4127,3051,0,72,48,29,72,69,1281,91,577,130,0,3824,137,2746,1632,0,107,3242,336,1044,218,4404,307,117,2448,182,1094,266,208,0,4551,71,588,252,0,198,3584
143,824,747,686,1313,1018,826,600,200,144,3238,3120,0,3718,2509,131,307,863,5188,3657,15,152,32,193,325,282,1702,166,1393,1625,0,3174,422,3103,2628,38,167,4611,505,1242,426,5932,580,163,2614,109,2363,150,343,36,6123,235,2167,639,35,471,3046
144,753,1028,729,1022,1126,1102,627,324,140,3654,3197,10,3861,2777,203,138,1124,5589,3675,53,139,271,202,333,158,2020,120,1431,785,59,4456,418,3418,2768,30,217,4931,388,1532,481,6370,729,203,2966,492,2010,137,156,158,6661,190,1663,525,16,266,4381
145,1232,836,1228,1657,1345,785,444,348,245,3710,4410,49,4252,3685,134,432,1328,6360,4864,0,51,148,516,627,294,1620,153,1412,2421,0,4134,415,3739,3855,56,55,5918,385,1817,488,7632,403,195,3843,651,2561,40,288,139,7396,724,2428,703,71,830,4088
146,302,254,2035,1667,527,418,203,141,45,2593,2999,23,4314,1216,39,286,1816,3490,2162,44,146,241,353,634,266,1746,97,869,1461,75,3090,449,1679,3305,132,27,4614,291,687,207,5385,424,147,1286,726,2841,53,48,67,5143,449,1832,323,386,286,2765
147,795,574,1111,1138,888,819,629,288,76,3145,3173,106,3648,2454,110,324,1155,4839,3436,48,76,207,357,507,177,1510,172,1307,1499,0,3340,442,2865,2858,26,127,4664,415,1239,436,5882,529,95,2655,424,2269,128,107,111,5549,769,2362,498,211,365,2882
148,202,201,190,268,207,213,127,69,58,823,712,6,892,624,13,23,284,1228,815,0,6,24,33,127,71,459,0,261,192,2,1080,200,560,716,27,32,1105,59,371,154,1381,65,87,633,93,539,14,77,27,1446,89,291,129,46,19,1050
149,558,553,916,1078,528,617,754,187,87,2632,2646,24,3363,1756,135,95,1021,4162,2642,0,93,223,362,325,161,1472,150,1148,496,55,3429,473,2098,2517,86,104,3922,300,1056,269,5009,413,299,1872,429,2030,55,104,76,5011,267,1316,122,317,324,3199
150,427,381,515,651,661,523,501,227,145,2099,1932,20,2313,1538,160,205,457,3369,2453,48,94,208,308,200,105,615,79,943,1053,0,1956,442,1699,1676,88,126,3074,216,741,371,3660,199,149,1712,222,1506,32,176,35,3260,771,1187,514,137,103,2090
151,349,387,304,403,286,167,117,0,24,1040,997,0,1015,928,94,83,217,1737,1374,50,80,71,242,153,35,32,12,314,757,23,931,63,670,1262,33,9,1250,68,719,99,1938,22,73,1012,146,734,16,29,5,1579,458,294,281,401,49,1012
152,248,416,166,72,337,544,394,333,107,1279,1338,3,1086,1487,41,53,140,2424,1746,7,4,14,11,71,18,746,65,358,242,0,1952,104,1519,886,21,87,1888,326,403,122,2495,132,50,1511,91,592,139,87,15,2599,18,548,23,36,29,1981
153,310,597,199,172,385,661,445,296,140,1621,1584,7,1399,1725,74,82,235,2888,2099,13,0,49,16,84,10,934,117,343,199,0,2546,97,1788,1174,18,128,2272,309,624,251,2954,221,48,1783,232,698,130,89,4,3148,57,261,96,29,46,2773
154,697,656,270,384,596,671,758,428,216,2479,2197,25,2239,2362,50,57,396,4223,2973,15,16,38,121,92,53,1368,110,544,296,23,3703,256,2434,1693,54,239,3351,560,765,279,4397,278,23,2421,316,1335,188,103,12,4618,58,649,72,0,41,3914
155,786,693,320,416,903,810,703,332,388,2685,2666,48,2356,2833,114,96,635,4620,3475,16,24,56,85,109,12,1574,196,829,506,0,3820,325,2630,2025,50,321,3900,281,1170,513,4838,476,64,2964,293,1219,170,115,50,5090,261,1303,85,0,206,3757
156,267,292,125,216,309,473,453,337,148,1314,1306,16,1366,1217,21,57,69,2494,1656,5,12,24,53,75,32,763,41,497,302,2,1778,112,1535,812,24,137,2024,170,426,311,2309,168,45,1228,125,678,191,122,63,2591,29,345,13,32,33,2197
157,752,764,352,513,907,722,532,474,229,2793,2452,53,2487,2661,44,100,496,4649,3245,0,50,65,129,166,76,1514,150,811,634,19,3631,160,2706,2166,22,191,3786,358,1101,395,4850,542,116,2716,266,1363,121,81,40,5125,120,1056,188,133,235,3633
158,359,547,196,184,595,388,298,249,151,1582,1385,0,1405,1453,109,61,360,2546,1894,11,8,56,35,35,43,885,74,419,530,0,1944,185,1428,1145,4,205,1954,250,763,197,2770,329,57,1545,189,695,101,51,0,2934,33,531,89,66,94,2187
159,978,1005,325,438,1302,1030,815,447,650,3651,3339,26,3197,3688,79,244,814,5932,4380,45,34,90,144,109,87,2101,136,693,497,28,5636,184,3593,2638,0,575,5081,439,1470,651,6339,413,101,3751,348,1855,284,210,28,6658,332,1078,129,107,171,5505
160,304,247,220,275,384,324,223,152,57,1080,1106,4,1186,968,28,21,339,1826,1202,16,17,20,43,106,58,724,21,312,233,0,1620,89,1100,908,31,58,1617,96,473,94,2092,335,44,976,142,492,51,95,51,2143,43,427,44,43,113,1559
161,1244,597,830,1216,1194,814,572,276,164,3237,3670,0,3646,3115,146,86,692,6129,4026,36,25,185,489,463,116,1567,155,1227,1163,0,4362,319,3148,3074,66,300,5213,417,1277,538,6369,524,134,3234,313,2223,137,276,66,6279,628,1171,135,814,353,4434
162,548,213,504,980,383,259,261,167,102,1845,1572,0,2040,1308,69,37,913,2467,1808,0,42,125,166,221,133,922,80,542,1185,18,1592,329,1339,1614,41,94,2732,135,550,232,3185,215,57,1374,114,1480,55,104,18,3229,188,1258,233,13,183,1730
163,681,338,882,1266,559,535,445,259,129,2649,2445,48,3110,1854,82,450,1063,3581,2746,0,117,89,189,332,168,1453,135,893,1260,0,2806,383,2165,2362,0,184,4069,341,684,422,4672,435,158,1968,525,1664,45,183,116,4647,447,1065,109,152,229,3539
164,717,380,1020,1125,492,449,258,78,54,2315,2258,7,2887,1622,57,149,1209,3215,2509,47,163,262,237,227,228,900,78,740,1646,16,2093,267,1902,2265,43,96,3444,130,999,138,4435,202,157,1690,176,2141,83,97,27,4060,513,1547,214,419,52,2341
165,525,347,859,1042,453,468,432,106,81,1910,2403,16,2597,1630,70,140,613,3560,2261,31,75,200,261,234,91,1160,29,549,1477,0,2258,183,1583,2380,93,74,3418,307,588,185,4128,307,102,1700,356,1594,57,181,16,3870,443,1164,60,685,301,2103
166,240,267,111,271,233,331,168,138,90,975,874,18,994,814,23,33,247,1569,1142,21,32,17,65,52,6,514,23,286,64,0,1476,88,946,708,20,87,1320,163,366,133,1716,171,49,851,150,463,88,57,20,1780,69,269,67,27,117,1369
167,483,477,502,678,448,488,481,268,107,1868,2064,14,2196,1611,111,38,463,3431,2429,35,63,248,144,221,70,722,75,640,515,0,2702,326,1560,1928,20,98,2992,114,826,249,3683,244,219,1716,363,1261,54,64,11,3562,370,489,400,318,310,2415
168,440,417,455,442,553,419,387,152,36,1598,1703,26,1859,1370,46,5,486,2810,1996,53,85,99,226,171,108,563,59,764,734,0,1744,187,1482,1510,31,91,2435,107,759,204,3097,195,76,1443,181,1167,78,129,32,2816,485,580,401,145,112,2063
169,376,675,283,162,530,803,642,427,162,2179,1881,0,1620,2342,98,25,292,3743,2871,0,0,32,71,84,34,968,154,568,297,11,3030,183,2136,1506,22,213,2911,396,753,283,3777,164,64,2420,128,753,271,210,50,4009,51,506,38,93,112,3311
170,460,694,317,304,683,848,724,339,203,2500,2072,11,2171,2333,57,65,253,4254,2923,31,30,31,96,95,82,1284,167,896,296,0,3213,143,2536,1687,24,182,3242,352,978,259,4313,226,56,2396,241,1210,295,124,24,4548,24,837,87,23,160,3465
171,411,447,1101,1032,726,572,288,152,161,2356,2534,20,3198,1544,128,254,1946,2690,2334,9,54,158,109,391,369,1466,154,964,1211,35,2526,445,1891,2256,148,150,3849,250,791,229,4661,262,84,1669,289,2245,236,86,19,4693,197,1373,226,19,321,2951
172,169,423,196,342,413,328,278,395,207,1509,1242,0,1200,1364,187,211,590,1950,1862,36,8,6,86,55,136,562,52,669,610,0,1420,355,1142,1081,23,150,2097,201,453,283,2468,140,64,1524,97,748,103,75,0,2688,63,728,344,56,105,1518
173,788,1208,474,482,1037,1225,1017,738,430,3743,3656,13,3316,4001,69,131,479,6789,5180,19,26,71,112,178,0,1813,187,1713,412,38,5049,133,4159,2688,86,333,5240,827,1332,594,6805,243,117,4048,225,2178,358,218,12,7206,193,1842,152,82,237,5086
174,565,773,173,303,668,708,524,327,166,1997,2210,31,1854,2252,70,39,403,3765,2731,0,44,50,101,74,37,1170,67,760,287,35,3058,80,2406,1595,12,114,2939,380,888,288,3919,344,105,2319,191,991,175,82,0,4046,161,888,43,11,175,3090
175,640,905,536,311,777,1152,871,415,195,2945,2857,6,2816,2855,125,38,485,5279,3731,0,71,67,136,133,53,1611,92,1148,344,0,4218,191,3304,2138,26,143,4183,358,1261,278,5524,260,127,2969,170,1812,320,126,18,5615,187,1272,101,0,192,4237
176,474,526,283,285,507,723,383,119,35,1684,1651,0,1783,1503,49,58,222,3055,1973,15,44,76,47,90,56,1034,44,422,169,20,2680,84,1732,1456,0,63,2265,294,776,139,3196,185,134,1546,130,1060,134,93,53,3221,114,591,100,0,74,2570
177,736,681,635,620,686,1097,849,294,147,2862,2883,6,3402,2248,89,41,471,5233,3348,23,41,173,248,226,103,1583,200,704,225,0,4616,206,3058,2265,0,216,4199,390,1156,423,5322,362,318,2315,372,2109,69,160,40,5691,54,746,312,76,128,4483
178,395,421,389,430,365,696,362,128,31,1502,1715,0,1811,1366,40,48,248,2921,1811,18,35,118,76,134,74,951,26,524,93,7,2567,180,1739,1248,7,43,2353,284,580,163,3054,202,113,1398,211,1201,26,55,11,3175,42,394,122,33,140,2528
179,211,276,232,322,216,328,288,102,0,1080,895,12,1176,747,40,10,162,1803,1079,45,15,22,66,93,61,594,37,195,138,7,1598,207,872,862,21,13,1435,73,467,67,1908,87,84,792,59,834,28,87,4,1896,79,164,49,0,75,1687
180,350,249,574,668,429,492,195,126,16,1505,1594,0,2132,881,86,52,757,2290,1482,7,50,78,219,201,64,998,69,272,289,0,2469,315,1196,1477,57,54,2515,117,467,187,2912,179,119,954,188,1489,45,92,33,3047,52,326,117,43,120,2493
181,677,821,595,775,726,841,469,264,74,2524,2718,0,3136,1878,228,19,791,4432,2975,101,158,299,273,273,123,1040,106,713,1238,42,3143,346,2307,2361,93,135,3808,134,1300,288,4954,141,180,2086,159,2310,106,234,26,4541,701,381,271,833,339,3418
182,460,547,439,668,547,637,300,204,35,1923,1914,13,2134,1649,41,60,517,3260,2093,22,129,149,102,110,105,1127,139,455,736,7,2500,307,1822,1593,45,70,2904,164,769,194,3643,135,110,1676,145,1618,110,33,10,3678,159,1077,225,139,247,2149
183,1169,983,900,1163,1016,806,740,341,133,3689,3562,10,4170,2891,180,52,743,6456,4194,124,606,351,444,381,157,994,148,1025,2169,71,3838,360,2877,3773,78,163,5206,201,1844,505,6746,213,180,3060,146,3011,215,343,83,5705,1546,1085,517,1522,333,3794
184,510,362,592,855,516,595,498,71,19,1986,2032,0,2553,1299,166,184,712,3122,2184,56,396,105,286,235,53,703,95,859,1143,25,1896,314,1756,1835,70,43,3208,162,648,339,3679,171,105,1435,141,1828,82,205,51,3287,731,546,414,457,152,2449
185,714,354,939,754,461,371,297,167,115,2336,1836,0,2420,1641,111,131,912,3129,2698,34,106,101,149,167,102,815,153,340,1754,25,1900,313,1453,2259,40,107,3411,69,692,317,3855,118,103,1744,111,1961,29,98,8,3642,530,1248,482,444,31,1967
186,1465,654,960,1588,997,537,317,111,96,3008,3717,0,3742,2783,200,330,2030,4365,3997,119,268,496,649,212,211,773,39,978,2493,18,3197,451,2559,3440,91,184,4970,228,1527,302,6423,239,227,2963,163,2704,118,250,61,5477,1248,1212,937,1194,154,3228
187,392,124,413,670,491,129,157,60,3,1236,1203,0,1567,812,60,112,639,1688,1197,12,0,35,185,158,122,730,42,255,865,0,1277,76,1245,1010,53,55,2024,179,236,119,2320,113,52,880,77,1206,35,38,38,2292,147,1176,428,87,25,723
188,547,302,735,875,646,336,122,60,35,2035,1623,35,2183,1309,131,88,1182,2388,1813,0,36,190,198,179,195,1047,34,569,857,0,2198,199,1683,1718,29,29,2870,84,704,145,3513,239,100,1461,201,1493,90,55,19,3491,167,1661,458,78,163,1298
189,866,419,209,759,586,533,111,137,151,2011,1760,0,1719,1916,136,77,864,2830,2398,28,98,228,87,219,78,635,52,742,936,8,2033,276,1571,1689,90,145,2627,216,928,300,3471,91,99,2058,103,1303,21,64,32,3310,461,1642,708,131,54,1236
190,625,345,301,803,601,138,122,71,8,1425,1589,7,1582,1410,15,94,820,2100,1721,0,28,93,197,172,80,723,113,490,892,0,1519,175,1305,1444,24,66,2095,178,741,153,2861,155,81,1437,100,1162,43,18,18,2917,97,1407,275,0,213,1119
191,653,976,587,511,829,1108,534,224,20,2746,2696,14,3161,2229,38,123,648,4671,3000,8,83,67,176,201,67,1840,153,1227,405,14,3643,89,2980,2255,30,88,3705,189,1548,255,5187,488,157,2263,326,1946,148,90,24,5363,79,2030,124,79,274,2935
192,712,864,498,543,734,1058,612,279,113,2695,2718,0,2807,2525,81,43,409,4961,3413,17,58,72,144,177,49,1483,101,613,412,0,4287,183,2821,2183,51,175,3785,321,1307,357,5056,293,216,2605,232,1709,159,174,25,5271,142,1063,220,37,205,3888
193,123,138,81,109,161,221,214,82,18,563,584,0,625,485,37,12,47,1088,679,0,15,21,76,29,12,315,28,139,84,0,896,39,703,381,5,19,881,82,184,55,1092,81,51,512,68,358,49,20,8,1125,22,177,176,0,28,766
194,946,837,1034,907,820,892,511,313,91,3236,3115,12,3559,2494,286,36,886,5429,3561,103,341,528,395,271,98,1054,109,1356,1242,11,3633,401,2463,3268,77,142,4609,235,1507,415,5936,284,108,2772,438,2492,125,92,40,5328,1023,524,1433,481,152,3761
195,1006,635,676,1160,1002,915,862,534,382,3896,3276,18,3715,3208,231,105,945,6122,4181,36,85,98,428,311,233,1800,145,855,330,0,5842,654,3340,2983,9,186,5641,372,1159,715,6457,353,304,3439,237,2557,133,112,37,6949,223,784,647,18,659,5064
196,215,320,158,156,327,374,362,257,84,1132,1121,9,1124,1074,46,6,208,2039,1493,5,11,14,61,26,31,612,75,274,15,22,1867,77,1211,878,11,76,1624,97,532,190,2063,89,53,1130,116,648,100,102,15,2192,61,178,115,0,74,1886
197,387,538,222,251,420,659,427,334,44,1638,1644,0,1659,1566,57,17,199,3066,2082,6,13,32,36,87,30,996,71,360,70,13,2768,149,1889,1189,12,43,2300,258,724,176,3106,148,37,1616,137,1086,118,120,20,3158,124,288,0,0,89,2905
198,658,1193,460,499,808,1058,1002,459,119,3081,3175,28,3124,3042,62,14,506,5736,4078,24,84,76,151,227,135,1481,140,853,157,39,5067,182,3409,2508,39,118,4322,313,1621,376,5880,268,184,3106,292,1768,336,257,45,6139,117,1026,149,11,250,4820
199,727,574,666,857,815,631,223,246,77,2684,2132,19,2687,2071,39,86,1067,3663,2804,26,33,86,237,222,161,1247,152,590,999,11,3064,402,1968,2385,20,41,3335,346,1135,254,4562,325,164,2117,219,1662,105,166,58,4495,321,1229,290,242,224,2831
200,714,698,1211,647,754,871,817,298,275,3300,2985,11,3541,2567,166,82,1384,4819,3879,37,101,123,317,285,45,1498,256,726,306,131,4866,471,2463,3028,79,244,4559,435,1291,739,5546,347,98,2708,325,2476,138,193,0,6052,233,564,782,129,260,4550
201,635,541,325,587,710,805,811,320,81,2435,2380,0,2600,2049,166,46,402,4367,2885,0,3,118,134,134,113,1428,107,711,146,46,3805,338,2662,1694,15,106,3649,296,870,306,4509,294,158,2172,240,1448,240,238,25,4716,99,542,183,59,134,3897
202,355,159,355,407,463,628,477,280,151,1862,1413,0,1941,1226,108,64,535,2676,1715,13,36,75,65,271,149,951,104,340,222,21,2588,480,1446,1110,96,143,2742,166,367,226,3049,231,100,1323,178,1169,117,152,5,3225,50,373,142,16,125,2619
203,533,312,528,512,501,560,326,211,119,1854,1748,0,1937,1590,75,0,537,3065,2180,0,158,161,189,265,123,526,122,526,563,12,2379,291,1591,1537,63,120,2713,144,745,279,3323,128,114,1642,113,1240,82,221,62,3055,547,300,552,68,449,2233
204,332,239,480,498,282,213,226,113,20,1226,1177,17,1408,912,66,61,691,1651,1426,10,92,146,80,173,62,414,40,340,495,0,1528,263,816,1217,53,54,1852,36,515,269,2134,73,78,968,143,1015,42,74,10,2043,360,329,287,141,173,1473
205,316,238,471,892,566,382,428,283,193,2032,1737,0,2387,1354,28,33,889,2847,1902,0,24,95,155,209,130,1254,97,506,486,20,2660,352,1554,1605,129,129,3112,148,509,394,3375,196,89,1358,224,1712,50,140,0,3649,120,488,167,42,139,2933
206,371,175,612,865,544,599,599,315,226,2198,2108,48,2647,1595,16,129,1359,2818,2020,0,42,77,177,216,212,1562,52,637,266,0,3351,376,2038,1645,86,161,3796,202,308,341,3965,227,97,1631,142,1860,190,138,21,4150,156,392,198,7,60,3649
207,593,300,443,681,769,680,626,559,170,2630,2191,47,2812,1897,65,35,543,4243,2581,44,50,135,151,129,270,1461,82,765,356,12,3606,546,2193,1813,0,269,3800,267,754,260,4561,434,165,2003,219,1673,86,216,25,4703,118,483,122,49,321,3846
208,791,556,766,932,652,482,265,143,28,2361,2254,0,2621,1857,137,193,816,3606,2798,0,255,313,273,310,124,542,80,986,927,69,2553,428,1587,2378,96,126,3242,207,1166,174,4441,177,131,1990,220,1911,12,149,25,3802,813,425,1290,223,146,2531
209,300,283,370,619,478,533,458,334,114,1856,1633,8,2150,1315,16,27,612,2850,1804,5,41,52,134,358,108,987,46,270,131,9,3033,412,1470,1388,55,164,2807,74,608,223,3266,234,143,1318,158,1289,112,137,98,3452,37,273,92,63,167,2894
210,315,337,111,163,390,404,308,197,67,1153,1139,0,1168,1062,62,11,173,2108,1438,10,14,21,51,48,48,662,62,262,78,0,1890,56,1320,844,15,57,1624,132,536,184,2108,115,47,1112,94,751,65,94,14,2257,35,252,23,14,72,1931
211,1807,1076,1899,2326,1476,863,639,130,13,4890,5339,94,6067,3784,284,168,3021,7040,5133,27,371,330,820,695,418,2435,147,1881,2827,112,5262,546,4106,5228,161,188,7588,587,2054,592,9637,476,163,4167,705,4258,189,165,106,9216,1013,3969,2048,100,236,3876
212,334,468,250,447,424,556,332,107,23,1432,1509,7,1764,1136,34,0,191,2750,1629,23,15,81,77,110,78,928,137,483,391,0,1930,159,1600,1125,27,30,2145,87,709,122,2819,148,105,1158,189,1189,37,86,29,2882,59,604,21,25,133,2158
213,603,839,429,447,989,874,515,105,81,2448,2434,22,2559,2162,139,28,340,4514,2881,24,60,93,208,168,126,1322,71,914,520,23,3354,170,2542,1972,40,158,3340,196,1346,292,4590,239,161,2273,199,1775,135,69,31,4729,153,1389,124,78,202,3089
214,541,894,483,393,813,1130,617,234,86,2738,2453,13,2818,2203,157,0,479,4712,3025,45,40,80,80,290,86,1545,113,989,271,0,3818,205,2819,1990,38,139,3694,188,1309,282,4909,330,134,2339,263,1809,164,131,21,5011,180,1231,138,38,304,3480
215,968,1090,755,1031,1197,1315,757,258,0,3698,3673,52,4225,2762,332,0,601,6770,4112,42,195,116,244,350,147,2165,66,1597,592,0,5116,442,3405,3276,120,128,5045,301,2025,547,6824,369,275,3159,477,2670,230,151,40,6876,495,2276,292,73,102,4628
216,940,1244,691,546,1531,1230,755,397,214,3724,3824,0,3904,3434,210,0,402,7146,4744,37,10,149,182,202,97,2127,92,1857,466,14,5119,350,3872,2959,123,244,5192,361,1995,312,7236,380,144,3609,371,2590,168,236,50,7324,224,2978,457,77,450,3586
217,586,717,726,674,721,997,681,230,211,2903,2640,52,3098,2210,183,72,630,4841,3224,55,239,153,224,373,82,1193,198,947,636,22,3740,375,2603,2380,39,146,4099,187,1257,684,4859,269,277,2414,234,2067,121,122,39,5019,524,1223,553,107,192,3468
218,1120,831,583,899,992,1032,613,170,115,3236,3119,10,3472,2732,141,21,540,5794,3793,30,305,399,371,219,165,1073,154,847,1139,35,4180,561,2267,3261,65,201,4522,356,1477,505,5850,190,376,2863,154,2369,162,206,35,5488,867,531,313,605,355,4551
219,397,320,640,447,618,484,198,87,40,1556,1675,0,2020,1132,79,30,852,2349,1681,11,155,198,202,240,138,606,142,638,518,0,1933,387,1376,1362,46,60,2458,65,708,259,2972,180,165,1189,214,1364,43,76,0,2943,288,768,459,189,213,1602
220,758,699,721,484,1024,1216,730,469,394,3325,3170,21,3345,2966,163,34,283,6178,3860,11,90,106,215,303,71,1839,111,1583,474,0,4327,308,3514,2237,0,436,4813,333,1349,578,5917,391,99,3105,276,2170,187,165,102,6145,350,1414,397,107,282,4295
221,232,337,145,104,244,428,240,60,25,985,830,16,931,829,39,6,145,1664,1095,0,17,48,42,66,35,512,5,230,37,0,1543,38,1026,708,17,26,1300,86,429,84,1731,96,53,874,106,516,55,108,7,1765,50,291,58,0,104,1362
222,415,713,273,383,446,750,586,142,74,1934,1848,37,1891,1825,29,10,94,3678,2413,45,12,38,101,91,55,1027,132,420,209,0,3021,117,2110,1474,14,67,2633,191,958,171,3611,155,84,1867,144,1298,140,70,24,3670,112,640,33,0,139,2970
223,436,423,331,480,439,612,365,190,62,1562,1776,23,1904,1329,82,56,195,3087,1826,9,53,69,300,176,55,850,128,530,289,16,2375,263,1719,1268,9,79,2407,188,743,246,3092,158,168,1410,93,1325,86,68,30,3127,211,423,69,134,109,2603
224,1346,605,770,1249,941,670,493,199,40,3215,3098,13,3463,2665,172,92,1007,5214,3727,14,130,219,564,529,138,992,124,993,942,32,4222,403,2447,3296,85,82,4751,149,1413,329,5984,245,206,2863,301,2486,85,69,58,5643,670,1503,1093,145,483,3089
225,999,650,1023,1278,1170,755,495,95,84,3323,3226,74,3842,2375,258,27,715,5807,3698,22,233,334,464,498,212,1088,129,1402,805,0,4213,453,2721,3120,151,104,4765,406,1378,339,6210,335,266,2686,398,2480,111,219,54,5708,841,1688,382,184,417,3878
226,113,173,334,408,235,196,130,27,17,779,854,23,1068,490,52,31,738,864,823,7,35,86,169,191,66,256,59,314,310,6,944,88,647,773,83,42,1263,10,360,131,1502,42,90,557,93,786,4,22,39,1345,288,534,240,78,187,594
227,910,1414,796,1075,1260,1201,537,200,118,3671,3840,0,4233,3151,127,0,1022,6489,4748,29,142,370,400,486,169,1167,70,1650,1510,17,4264,224,3272,3568,135,312,5281,301,1929,378,7133,404,390,3265,321,2832,175,79,45,6301,1210,2162,761,306,127,4155
228,449,359,755,532,401,668,277,77,33,1883,1668,40,2171,1242,98,17,561,2973,1809,47,161,170,188,205,54,917,109,593,665,0,2184,261,1427,1729,41,93,2525,197,829,265,3286,161,138,1361,181,1485,86,81,58,3225,326,1156,349,99,164,1783
229,694,485,652,884,730,507,361,176,65,2286,2268,0,2786,1657,111,167,590,3797,2686,10,169,267,291,347,70,714,48,1127,1312,17,2050,304,1768,2215,36,231,3532,81,941,332,4222,121,226,1756,207,2052,69,116,7,3733,821,1517,618,232,193,1994
230,779,475,469,894,979,868,275,250,38,2647,2380,13,2841,2067,106,40,1067,3920,2674,11,144,295,241,465,184,1013,74,860,911,18,3164,401,2307,2126,54,139,3751,163,1113,414,4613,291,262,2139,196,1753,79,205,102,4675,352,1348,330,549,594,2206
