SERIALNO,AGE,SEX,EMPLOYMENT,MOBILITY,INCOME,CITIZENSHIP,MARITAL_STATUS,SCHOOLING,DISABILITY,WORK,INSURANCE,RACE
2018HU0359576,17,2,6,1,0,5,5,2,2,,1,6
2018HU0359576,49,2,1,1,28000,5,1,1,2,1,1,6
2018HU0360746,72,2,6,1,0,1,1,1,2,7,1,1
2018HU0360746,81,1,6,1,0,1,1,1,1,,1,1
2018HU0368533,53,2,1,1,0,5,3,1,2,6,1,1
2018HU0368533,22,2,1,1,10000,1,5,2,2,3,1,1
2018HU0368533,5,1,,1,,1,5,2,2,,1,1
2018HU0375247,66,1,6,1,0,1,1,1,2,6,1,1
2018HU0375247,64,2,6,1,0,1,1,1,2,1,1,1
2018HU0377168,73,2,6,3,0,1,2,1,2,,1,1
2018HU0387528,65,1,6,1,0,1,1,1,2,1,1,1
2018HU0387528,63,2,6,1,0,1,1,1,2,5,1,1
2018HU0388886,59,1,1,1,90000,1,1,1,2,1,1,1
2018HU0388886,58,2,1,1,60000,1,1,1,2,6,1,1
2018HU0390109,79,2,6,1,3700,1,2,1,2,3,1,1
2018HU0390109,49,2,2,1,15000,1,5,1,1,2,1,1
2018HU0399685,35,2,4,3,30000,1,1,2,2,5,1,9
2018HU0399685,36,1,6,3,0,4,1,1,1,5,1,7
2018HU0399685,14,1,,3,,3,5,2,2,,1,9
2018HU0399685,12,2,,3,,3,5,2,2,,1,9
2018HU0399685,10,2,,3,,1,5,2,2,,1,9
2018HU0402164,49,1,1,1,0,5,1,1,2,6,1,1
2018HU0402164,36,2,6,1,0,5,1,1,2,,1,1
2018HU0402164,9,1,,1,,5,5,2,2,,1,1
2018HU0402164,4,2,,1,,5,5,1,2,,1,1
2018HU0402164,4,2,,1,,5,5,1,2,,1,1
2018HU0402164,39,2,3,1,0,5,1,1,2,9,2,1
2018HU0402164,12,2,,1,,5,5,2,2,,2,1
2018HU0402164,7,1,,1,,5,5,2,2,,2,1
2018HU0405590,43,1,1,1,150000,4,1,1,2,2,1,6
2018HU0405590,43,2,1,1,145000,4,1,1,2,1,1,6
2018HU0405590,14,1,,1,,1,5,2,2,,1,6
2018HU0405590,7,2,,1,,1,5,2,2,,1,6
2018HU0406160,48,1,1,1,0,4,1,1,2,6,1,1
2018HU0406160,41,2,1,1,20000,4,1,1,2,3,1,1
2018HU0406160,20,2,1,1,12000,1,5,2,2,1,1,1
2018HU0406160,18,2,1,1,5000,1,5,2,2,1,1,1
2018HU0406160,16,2,1,1,5000,1,5,2,2,1,1,1
2018HU0406160,12,1,,1,,1,5,2,2,,1,1
2018HU0406449,43,1,1,1,138000,1,1,1,2,3,1,1
2018HU0406449,42,2,1,1,59000,1,1,1,2,1,1,1
2018HU0406449,10,2,,1,,1,5,1,2,,1,1
2018HU0406449,7,2,,1,,1,5,3,2,,1,1
2018HU0407133,26,2,1,1,60000,1,5,3,2,1,1,1
2018HU0407133,30,1,1,1,30000,1,5,1,2,3,1,9
2018HU0407516,64,2,6,1,0,1,1,1,2,1,1,1
2018HU0407516,71,1,6,1,0,1,1,1,2,,1,1
2018HU0413481,42,2,1,1,40000,5,4,1,2,3,1,8
2018HU0413481,11,1,,1,,1,5,2,2,,1,8
2018HU0413481,6,1,,1,,1,5,2,1,,1,8
2018HU0415987,73,1,2,1,280000,1,1,1,2,8,1,1
2018HU0415987,70,2,6,1,0,1,1,1,2,,1,1
2018HU0419497,39,2,1,1,130000,1,5,1,2,5,1,1
2018HU0419497,38,1,1,3,94000,1,5,1,2,5,1,1
2018HU0420056,68,2,6,1,0,4,1,1,2,1,1,6
2018HU0420056,61,1,6,1,0,1,1,1,2,1,1,1
2018HU0420056,30,1,1,1,68000,1,5,1,2,1,1,1
2018HU0423601,23,1,4,1,27000,1,1,2,2,5,1,1
2018HU0423601,23,2,6,1,0,1,1,2,2,1,1,1
2018HU0423601,4,2,,1,,3,5,1,2,,1,1
2018HU0423601,0,1,,,,1,5,,2,,1,1
2018HU0429468,53,2,1,1,97000,1,1,1,2,1,1,1
2018HU0429468,57,1,1,1,205000,1,1,1,2,1,1,1
2018HU0429468,20,1,6,1,0,1,5,2,1,,1,1
2018HU0430142,35,2,4,3,72000,1,1,1,2,5,1,8
2018HU0430142,48,1,6,3,0,1,1,1,2,5,1,1
2018HU0430142,7,1,,3,,1,5,2,2,,1,1
2018HU0430142,3,1,,3,,1,5,1,2,,1,1
2018HU0438166,73,2,6,1,0,1,2,1,2,,1,1
2018HU0438166,25,1,1,1,20000,1,1,1,2,1,1,1
2018HU0438166,56,1,6,3,0,1,3,1,1,1,2,1
2018HU0441878,76,1,6,1,0,1,1,1,2,,1,1
2018HU0441878,82,2,6,1,0,4,1,1,1,,1,6
2018HU0471823,67,1,6,1,9000,1,1,1,2,7,1,1
2018HU0471823,60,2,6,1,0,1,1,1,2,,1,1
2018HU0476605,63,1,6,3,2000,1,1,1,2,1,1,1
2018HU0476605,63,2,1,3,110000,1,1,1,2,1,1,1
2018HU0477483,83,1,6,1,0,1,1,1,2,,1,1
2018HU0477483,82,2,6,1,0,1,1,1,2,,1,1
2018HU0477709,45,2,1,1,180000,4,1,1,2,1,1,1
2018HU0477709,47,1,1,1,140000,5,1,1,2,2,1,1
2018HU0477709,15,1,,1,0,4,5,2,2,,1,1
2018HU0477709,74,1,1,1,40000,5,1,1,2,1,1,1
2018HU0477709,72,2,6,1,0,5,1,1,2,,1,1
2018HU0477709,22,1,1,3,25000,2,1,1,2,1,1,1
2018HU0477709,21,2,1,3,27000,5,1,1,2,1,1,1
2018HU0481488,57,2,1,1,105000,3,1,1,2,1,1,1
2018HU0481488,63,1,6,1,0,4,1,1,2,,1,1
2018HU0483386,34,2,1,1,40000,1,1,1,2,2,1,2
2018HU0483386,34,1,1,1,40000,1,1,1,2,3,1,2
2018HU0483386,2,1,,1,,1,5,,2,,1,2
2018HU0483386,0,2,,,,1,5,,2,,1,2
2018HU0483386,61,2,6,1,0,5,3,1,2,,2,2
2018HU0485327,45,2,1,1,22000,3,3,1,2,2,1,6
2018HU0485327,19,1,6,1,0,1,5,2,2,,2,6
2018HU0485327,7,2,,1,,1,5,2,2,,1,6
2018HU0485681,28,2,1,3,56000,1,5,1,2,1,1,1
2018HU0486299,66,2,6,1,0,1,1,1,2,,1,1
2018HU0486299,67,1,6,1,0,1,1,1,2,1,1,1
2018HU0487461,49,1,1,1,160000,4,1,1,2,5,1,6
2018HU0487461,50,2,1,1,127000,4,1,1,2,1,1,6
2018HU0487461,25,1,1,1,83000,4,5,1,2,1,1,6
2018HU0487461,22,1,1,1,54000,4,5,1,2,1,1,6
2018HU0493419,40,1,4,2,60000,1,1,1,2,5,1,1
2018HU0493419,35,2,1,2,80000,1,1,1,2,1,1,1
2018HU0493419,7,1,,2,,1,5,2,2,,1,1
2018HU0493419,5,2,,2,,1,5,2,2,,1,1
2018HU0494638,64,2,6,1,0,1,1,1,2,5,1,1
2018HU0494638,63,1,6,1,123000,1,1,1,2,5,1,1
2018HU0497600,44,1,1,1,113000,1,1,1,2,2,1,1
2018HU0497600,36,2,1,1,68000,1,1,1,2,3,1,1
2018HU0497600,1,2,,1,,1,5,,2,,1,1
2018HU0497600,1,2,,1,,1,5,,2,,1,1
2018HU0500444,65,1,6,1,0,4,1,1,2,1,1,1
2018HU0500444,65,2,6,1,0,1,1,1,2,8,1,1
2018HU0502850,78,1,6,1,0,4,1,1,1,,1,6
2018HU0502850,74,2,6,1,0,4,1,1,2,,1,6
2018HU0502850,39,2,1,1,36900,4,1,1,2,1,1,6
2018HU0502850,6,1,,1,,1,5,1,2,,1,6
2018HU0502850,4,1,,1,,4,5,2,2,,1,6
2018HU0502850,37,1,1,1,17700,5,1,1,2,1,1,6
2018HU0503740,68,1,1,1,153000,1,1,1,2,1,1,1
2018HU0503740,68,2,6,1,0,1,1,1,1,,1,1
2018HU0504781,47,2,1,1,200000,1,5,1,2,1,1,1
2018HU0510107,56,1,1,1,148000,1,1,1,2,5,1,1
2018HU0510107,56,2,1,1,52000,1,1,1,2,1,1,9
2018HU0510107,22,2,1,1,3000,1,5,2,2,1,1,1
2018HU0515787,42,1,1,3,150000,5,1,1,2,1,1,6
2018HU0515787,39,2,6,3,0,5,1,1,2,,1,6
2018HU0515787,15,1,,3,0,5,5,2,2,,1,6
2018HU0515787,13,1,,3,,1,5,2,2,,1,6
2018HU0515787,11,1,,3,,1,5,2,2,,1,6
2018HU0515787,7,1,,3,,1,5,2,2,,1,6
2018HU0515787,5,1,,3,,1,5,2,2,,1,6
2018HU0515787,2,1,,3,,1,5,,2,,1,6
2018HU0522054,79,1,6,1,0,3,3,1,2,,1,1
2018HU0531455,53,2,1,1,40000,1,1,1,2,2,1,1
2018HU0531455,56,1,1,1,110000,1,1,1,2,5,1,1
2018HU0531455,23,1,1,1,10000,1,5,1,2,5,1,1
2018HU0535118,52,2,1,1,880,1,1,1,2,1,1,1
2018HU0535118,57,1,1,1,500000,1,1,1,2,1,1,1
2018HU0538715,36,1,1,1,295000,1,1,1,2,1,1,1
2018HU0538715,37,2,1,1,80000,1,1,1,2,3,1,1
2018HU0538715,5,2,,1,,1,5,2,2,,1,1
2018HU0538715,1,1,,1,,1,5,,2,,1,1
2018HU0540437,50,1,4,1,150000,4,1,1,2,5,1,6
2018HU0540437,50,2,1,1,60000,1,1,1,2,4,1,1
2018HU0540437,20,1,6,1,4000,1,5,2,2,1,1,6
2018HU0540437,15,2,,1,0,1,5,2,2,,1,6
2018HU0544366,34,1,1,1,150000,4,1,2,2,1,1,1
2018HU0544366,34,2,1,1,12000,1,1,1,2,1,1,1
2018HU0544366,13,2,,1,,1,5,2,2,,1,1
2018HU0544366,9,1,,1,,1,5,2,2,,1,1
2018HU0544366,8,2,,1,,1,5,2,2,,1,1
2018HU0545776,33,2,4,1,75000,4,3,3,2,5,1,8
2018HU0545776,10,2,,1,,1,5,2,2,,1,2
2018HU0545776,4,2,,1,,1,5,1,2,,1,1
2018HU0546672,88,1,6,1,0,1,1,1,1,,1,1
2018HU0546672,80,2,6,1,0,1,1,1,2,,1,1
2018HU0546672,54,2,1,1,145000,1,5,1,2,5,1,1
2018HU0550676,35,1,1,3,150000,1,1,1,2,1,1,1
2018HU0550676,33,2,6,3,0,1,1,1,2,,1,1
2018HU0550676,9,1,,3,,1,5,3,2,,1,1
2018HU0550676,7,2,,3,,1,5,3,2,,1,1
2018HU0550676,5,1,,3,,1,5,3,2,,1,1
2018HU0550676,3,2,,3,,1,5,3,2,,1,1
2018HU0552508,47,1,4,1,90000,1,1,1,2,5,1,1
2018HU0552508,46,2,6,1,0,1,1,1,2,,1,1
2018HU0552508,10,1,,1,,1,5,2,2,,1,1
2018HU0552508,10,1,,1,,1,5,2,2,,1,1
2018HU0552508,4,2,,1,,1,5,3,2,,1,1
2018HU0556685,30,2,1,1,60000,4,5,1,2,1,1,1
2018HU0556685,56,2,1,1,26000,5,1,1,2,1,1,1
2018HU0556685,55,1,1,1,48000,4,1,1,2,1,1,1
2018HU0558297,94,1,6,1,0,1,1,1,1,,1,1
2018HU0558297,94,2,6,1,0,1,1,1,1,,1,1
2018HU0561146,56,2,1,1,40000,1,2,1,2,7,1,2
2018HU0561146,1,2,,1,,1,5,,2,,1,2
2018HU0561146,1,2,,1,,1,5,,2,,1,2
2018HU0561146,32,1,1,1,30500,1,1,1,2,2,1,2
2018HU0562573,34,2,6,3,0,1,1,1,1,,1,1
2018HU0562573,35,1,4,3,56000,2,1,1,1,5,1,1
2018HU0562573,11,1,,3,,1,5,2,1,,1,1
2018HU0562573,9,1,,3,,1,5,2,1,,1,1
2018HU0567050,68,2,6,1,0,1,5,1,2,,1,1
2018HU0570954,56,1,1,3,120000,1,1,1,2,1,1,1
2018HU0570954,55,2,1,3,50000,1,1,1,2,1,1,1
2018HU0575929,31,2,1,1,45500,1,1,1,2,1,1,1
2018HU0575929,39,1,6,1,0,1,1,2,2,,1,1
2018HU0575929,0,2,,,,1,5,,2,,1,1
2018HU0575929,33,2,1,1,42000,1,5,1,2,1,1,2
2018HU0577881,70,2,1,1,110000,5,3,1,2,3,1,1
2018HU0583099,53,1,1,1,90000,1,5,1,2,3,1,1
2018HU0584379,67,2,6,1,0,1,3,1,1,,1,1
2018HU0605466,59,1,1,1,62000,1,1,1,2,1,1,1
2018HU0605466,56,2,1,1,67000,1,1,1,2,5,1,9
2018HU0605757,45,1,1,1,157000,1,1,1,2,1,1,1
2018HU0605757,41,2,6,1,0,1,1,1,2,1,1,1
2018HU0605757,11,1,,1,,1,5,2,2,,1,1
2018HU0605757,8,2,,1,,1,5,2,2,,1,1
2018HU0605757,5,1,,1,,1,5,2,2,,1,1
2018HU0605757,3,1,,1,,1,5,3,2,,1,1
2018HU0614645,63,2,6,1,0,1,1,1,2,,1,1
2018HU0614645,67,1,6,1,0,1,1,1,2,1,1,1
2018HU0618517,67,2,1,1,120000,4,1,1,2,5,1,9
2018HU0618517,67,1,6,1,0,4,1,1,2,1,1,1
2018HU0620666,58,2,1,1,89000,4,1,1,2,1,1,1
2018HU0620666,59,1,1,1,112000,1,1,1,2,4,1,1
2018HU0622724,64,2,6,1,0,1,2,1,2,,1,1
2018HU0622724,29,2,1,1,24000,4,5,1,2,3,1,6
2018HU0622724,6,2,,1,,1,5,2,2,,1,9
2018HU0622724,34,1,1,3,113000,1,3,1,2,1,1,1
2018HU0622724,8,1,,3,,1,5,2,2,,1,1
2018HU0622724,5,2,,3,,1,5,2,2,,1,1
2018HU0623942,54,1,1,1,210000,4,1,1,2,4,1,1
2018HU0623942,55,2,1,1,500000,4,1,1,2,4,1,1
2018HU0623942,13,2,,1,,1,5,3,2,,1,1
2018HU0630562,65,2,6,1,0,1,2,1,2,,1,1
2018HU0630562,27,2,1,3,28000,1,5,1,2,1,1,1
2018HU0630562,26,1,1,3,23000,1,5,1,2,1,1,1
2018HU0636058,76,1,6,1,0,4,1,1,2,,1,1
2018HU0636058,68,2,6,1,24000,4,1,1,2,3,1,1
2018HU0640741,41,1,1,1,65000,1,1,1,2,2,1,1
2018HU0640741,40,2,1,1,69000,1,1,1,2,2,1,1
2018HU0640741,8,2,,1,,1,5,2,2,,1,1
2018HU0640741,6,2,,1,,1,5,2,2,,1,1
2018HU0640741,3,1,,1,,1,5,1,2,,1,1
2018HU0640918,88,2,6,1,0,1,2,1,1,,1,1
2018HU0640918,66,2,6,1,0,1,5,1,2,,1,9
2018HU0645063,55,1,4,1,145000,1,1,1,2,5,1,1
2018HU0645063,53,2,6,1,0,1,1,1,2,,1,1
2018HU0647510,71,1,1,1,15000,1,1,1,2,1,1,1
2018HU0647510,68,2,6,1,0,1,1,1,2,,2,1
2018HU0650297,37,1,1,3,46000,1,1,1,2,5,1,1
2018HU0650297,36,2,6,3,0,1,1,3,2,1,1,1
2018HU0650297,11,2,,3,,1,5,3,2,,1,1
2018HU0650297,9,2,,3,,1,5,3,2,,1,1
2018HU0650297,4,1,,3,,1,5,1,2,,1,1
2018HU0655745,45,2,1,1,75000,4,4,1,2,2,1,6
2018HU0655745,14,2,,1,,1,5,2,2,,1,6
2018HU0655745,13,1,,1,,1,5,2,2,,1,6
2018HU0655745,11,2,,1,,1,5,2,2,,1,6
2018HU0655745,69,2,6,1,0,4,1,1,2,5,1,6
2018HU0655745,67,1,6,1,0,4,1,1,2,,1,6
2018HU0658577,32,2,1,3,26500,5,1,1,2,1,1,2
2018HU0658577,39,1,1,3,34300,5,1,1,2,1,1,2
2018HU0658577,1,2,,1,,1,5,,2,,1,2
2018HU0673786,34,1,1,3,150000,1,1,1,2,4,1,1
2018HU0673786,34,2,1,3,190000,1,1,1,2,1,1,1
2018HU0673786,2,1,,3,,1,5,,2,,1,1
2018HU0673786,0,1,,,,1,5,,2,,1,1
2018HU0678663,61,2,1,1,25000,1,1,1,2,1,1,1
2018HU0678663,61,1,1,1,6200,1,1,1,2,1,1,1
2018HU0678663,31,1,6,1,0,1,5,1,1,1,1,1
2018HU0678748,54,2,2,1,38000,1,1,1,2,8,1,1
2018HU0678748,55,1,1,1,135000,1,1,1,2,5,1,1
2018HU0678748,24,1,1,3,35000,1,5,1,2,7,1,1
2018HU0685027,64,1,1,1,500000,1,1,1,2,1,1,1
2018HU0685027,55,2,6,1,0,4,1,1,2,,1,1
2018HU0685027,19,1,6,1,0,3,5,2,2,1,1,1
2018HU0685463,62,1,1,1,500000,1,1,1,2,1,1,1
2018HU0685463,53,2,1,1,78000,1,1,1,2,1,1,1
2018HU0685463,31,1,6,1,0,1,5,1,2,1,1,1
2018HU0685518,52,1,1,1,500000,1,1,1,1,7,1,1
2018HU0685518,45,2,1,1,134000,4,1,1,2,1,1,1
2018HU0685518,16,1,6,1,800,1,5,2,2,3,1,1
2018HU0688279,56,1,1,1,0,1,1,1,2,6,1,1
2018HU0688279,51,2,1,1,0,1,1,1,2,6,1,9
2018HU0688279,23,2,1,1,50000,1,5,1,2,1,1,9
2018HU0688279,21,2,6,1,7000,1,5,2,2,3,1,9
2018HU0689718,33,2,2,2,70000,1,1,1,2,1,1,1
2018HU0689718,35,1,1,2,101000,1,1,1,2,5,1,1
2018HU0689718,0,1,,,,1,5,,2,,1,1
2018HU0690480,27,1,1,1,70000,1,1,1,2,5,1,1
2018HU0690480,27,2,6,1,0,4,1,1,2,,1,1
2018HU0690480,2,1,,1,,1,5,,2,,1,1
2018HU0690480,0,2,,,,1,5,,2,,1,1
2018HU0694219,79,2,6,1,0,1,2,1,2,,1,1
2018HU0696135,36,2,1,1,98000,1,5,1,2,1,1,1
2018HU0696143,30,1,1,1,107000,1,5,1,2,5,1,1
2018HU0696143,28,1,1,1,22000,1,5,1,2,1,2,1
2018HU0698256,34,2,1,1,26000,4,1,1,2,7,1,6
2018HU0698256,46,1,1,1,19000,4,1,1,2,7,1,6
2018HU0698256,4,2,,1,,1,5,1,2,,1,6
2018HU0698256,63,2,6,1,0,5,5,1,2,,1,6
2018HU0699693,22,2,1,1,10000,1,5,2,2,1,1,1
2018HU0699693,10,1,,1,,1,5,2,2,,1,1
2018HU0700777,52,1,1,1,250000,1,1,1,2,1,1,1
2018HU0700777,53,2,1,1,29000,1,1,1,2,2,1,1
2018HU0700777,24,2,1,1,50000,1,5,1,2,1,1,1
2018HU0700777,26,1,1,3,50000,1,5,1,2,1,1,1
2018HU0709298,66,2,1,1,185000,1,1,1,2,2,1,1
2018HU0709298,66,1,1,1,275000,1,1,1,2,2,1,1
2018HU0709298,62,2,1,1,60000,4,1,1,2,1,1,2
2018HU0709465,83,1,6,1,0,1,1,1,1,,1,1
2018HU0709465,73,2,1,1,200,1,1,1,2,1,1,1
2018HU0710904,51,2,1,1,220000,1,1,1,2,1,1,1
2018HU0710904,60,1,1,1,126000,1,1,1,2,1,1,1
2018HU0710904,11,1,,1,,1,5,2,2,,1,1
2018HU0711203,71,1,6,1,0,1,1,1,2,,1,1
2018HU0711203,72,2,6,1,0,1,1,1,2,,1,1
2018HU0712025,64,2,1,1,52000,1,5,1,2,1,1,1
2018HU0712103,38,2,1,1,102000,1,1,1,2,7,1,1
2018HU0712103,37,1,1,1,231000,1,1,1,2,1,1,1
2018HU0716138,61,1,6,1,0,1,1,1,2,5,1,1
2018HU0716138,56,2,1,1,162000,1,1,1,2,2,1,1
2018HU0716138,34,1,1,1,36000,1,5,1,2,1,1,1
2018HU0716138,31,1,1,1,4000,1,5,1,2,1,1,1
2018HU0717664,70,1,6,1,0,3,1,1,1,1,1,6
2018HU0717664,68,2,6,1,0,1,1,1,2,,1,6
2018HU0717780,62,2,1,1,165000,4,3,1,2,5,1,1
2018HU0717780,30,1,6,1,7000,1,5,1,2,1,1,1
2018HU0717780,83,2,6,3,0,4,3,1,1,,1,1
2018HU0718396,43,1,1,1,150000,4,1,1,2,1,1,6
2018HU0718396,35,2,6,1,0,4,1,1,2,,2,6
2018HU0718396,9,1,,1,,1,5,2,2,,1,6
2018HU0718396,6,1,,1,,1,5,2,2,,1,6
2018HU0720906,76,1,6,1,0,1,1,1,2,,1,1
2018HU0720906,62,2,6,1,0,1,1,1,2,,1,1
2018HU0724300,22,2,1,3,40000,1,1,1,2,1,1,1
2018HU0724300,24,1,1,3,30000,1,1,1,2,1,1,1
2018HU0724300,1,1,,3,,1,5,,2,,1,1
2018HU0728186,77,1,6,1,0,4,3,1,2,,1,1
2018HU0742788,64,2,1,3,71000,1,2,1,2,3,1,9
2018HU0763072,58,1,1,1,18600,4,1,1,2,8,1,6
2018HU0763072,57,2,6,1,0,4,1,1,2,1,1,6
2018HU0763072,25,1,1,1,53000,1,5,1,2,1,1,6
2018HU0763072,18,2,1,1,10000,1,5,2,2,1,1,6
2018HU0767356,39,1,4,1,90000,1,1,1,2,5,1,1
2018HU0767356,32,2,6,1,0,1,1,1,2,,1,1
2018HU0767356,3,1,,1,,3,5,3,2,,1,1
2018HU0767356,0,1,,,,1,5,,2,,1,1
2018HU0768979,25,2,1,1,30500,1,5,1,2,2,1,1
2018HU0768979,26,1,1,1,33300,1,5,1,2,1,1,1
2018HU0769453,51,1,1,1,0,1,5,1,2,6,1,1
2018HU0771373,47,2,4,3,45000,1,3,1,2,5,1,2
2018HU0771373,12,1,,3,,1,5,2,2,,1,2
2018HU0776040,82,2,6,1,0,1,2,1,2,,1,1
2018HU0776040,52,1,1,1,40000,1,5,2,2,7,1,1
2018HU0779055,37,1,1,1,132000,4,1,1,2,5,1,6
2018HU0779055,37,2,6,1,0,5,1,1,2,1,1,6
2018HU0779055,2,2,,1,,1,5,,2,,1,6
2018HU0779055,32,2,1,1,70000,4,1,1,2,1,1,6
2018HU0779055,65,2,6,1,0,4,2,1,1,,1,6
2018HU0780072,71,1,6,3,0,4,1,1,2,6,1,1
2018HU0780072,75,2,6,3,0,1,1,1,2,2,1,1
2018HU0784192,64,2,1,1,10000,1,5,1,2,3,1,2
2018HU0785118,66,1,1,1,162000,1,1,1,2,5,1,1
2018HU0785118,61,2,1,1,135000,1,1,1,2,5,1,1
2018HU0785118,18,1,6,3,3000,1,5,1,2,1,1,1
2018HU0787176,53,2,1,1,2000,1,1,1,2,2,1,1
2018HU0787176,55,1,1,1,500000,1,1,1,2,1,1,1
2018HU0787176,15,1,,1,0,1,5,2,2,,1,1
2018HU0800175,36,1,4,3,60000,1,1,1,2,5,1,2
2018HU0800175,36,2,1,3,40000,1,1,1,2,1,1,1
2018HU0800175,7,1,,3,,1,5,2,2,,1,9
2018HU0800175,5,1,,3,,1,5,2,2,,1,9
2018HU0801191,28,2,1,1,89000,1,1,1,2,1,1,1
2018HU0801191,30,1,1,1,97000,1,1,2,2,3,1,1
2018HU0801191,3,2,,1,,1,5,1,2,,1,1
2018HU0810462,48,1,1,1,133000,1,1,1,2,1,1,1
2018HU0810462,47,2,1,1,40000,1,1,1,2,1,1,1
2018HU0810462,11,1,,1,,1,5,2,2,,1,1
2018HU0810462,8,1,,1,,1,5,2,2,,1,1
2018HU0813557,36,2,1,1,70000,1,1,1,2,3,1,1
2018HU0813557,37,1,1,1,100000,1,1,1,2,3,1,1
2018HU0813557,7,1,,1,,1,5,2,2,,1,1
2018HU0813557,5,2,,1,,1,5,2,2,,1,1
2018HU0815030,41,1,1,1,120000,4,1,1,2,5,1,6
2018HU0815030,40,2,1,1,5000,4,1,1,2,1,1,6
2018HU0815030,8,2,,1,,1,5,2,2,,1,6
2018HU0815030,6,1,,1,,1,5,2,2,,1,6
2018HU0815540,60,2,1,1,112000,1,5,1,2,1,2,8
2018HU0816403,37,2,1,3,81000,1,3,1,2,3,1,2
2018HU0816403,35,2,1,3,35000,1,5,1,2,1,1,2
2018HU0816668,47,1,1,1,126000,4,1,1,2,5,1,6
2018HU0816668,47,2,1,1,24000,4,1,1,2,1,1,6
2018HU0816668,18,2,1,1,1200,1,5,2,2,1,1,6
2018HU0816668,16,1,6,1,0,1,5,2,2,,1,6
2018HU0820901,71,1,6,1,0,4,1,1,2,1,1,1
2018HU0820901,70,2,6,1,0,4,1,1,2,,1,1
2018HU0826695,45,1,1,1,126000,4,1,1,2,5,1,6
2018HU0826695,43,2,1,1,100000,4,1,1,2,5,1,6
2018HU0826695,15,1,,1,0,1,5,2,2,,1,6
2018HU0826695,10,2,,1,,1,5,2,2,,1,6
2018HU0826695,75,2,6,1,0,4,1,1,2,,1,6
2018HU0826695,65,1,6,1,0,4,1,1,1,,1,6
2018HU0828666,44,1,1,3,82000,1,1,1,2,3,1,1
2018HU0828666,45,2,1,3,160000,1,1,1,2,5,1,1
2018HU0829163,54,1,1,1,500000,1,1,1,2,1,1,1
2018HU0829163,54,2,6,1,0,1,1,1,2,,1,1
2018HU0829163,17,2,6,1,0,1,5,3,2,,1,1
2018HU0829163,53,2,3,1,40000,1,5,1,2,1,1,1
2018HU0835674,61,1,1,1,99000,1,1,1,2,1,1,1
2018HU0835674,61,2,6,1,0,1,1,1,2,,1,1
2018HU0837500,32,1,1,1,82000,1,1,2,2,5,1,1
2018HU0837500,33,2,1,1,84000,1,1,2,2,1,1,1
2018HU0839202,50,1,1,1,90000,1,1,1,2,3,1,1
2018HU0839202,51,2,1,1,100000,1,1,1,2,6,1,1
2018HU0842007,56,1,1,1,99000,1,1,1,2,1,1,1
2018HU0842007,58,2,1,1,47000,1,1,1,2,1,1,9
2018HU0842447,37,2,6,3,0,1,1,1,2,,1,1
2018HU0842447,34,1,1,3,500000,1,1,1,2,1,1,1
2018HU0842447,7,1,,3,,1,5,3,2,,1,1
2018HU0842447,5,2,,3,,1,5,3,2,,1,1
2018HU0842447,1,1,,3,,1,5,,2,,1,1
2018HU0845867,51,2,1,1,22000,1,1,1,2,4,1,1
2018HU0845867,55,1,1,1,180000,1,1,2,2,1,1,1
2018HU0845867,16,2,1,1,1000,1,5,2,2,1,1,1
2018HU0845867,14,2,,1,,1,5,2,2,,1,1
2018HU0845867,12,2,,1,,1,5,2,2,,1,1
2018HU0847662,57,1,1,1,120000,4,1,1,2,5,1,6
2018HU0847662,53,2,1,1,60000,4,1,1,2,1,1,6
2018HU0847662,24,2,1,1,65000,1,5,1,2,1,1,6
2018HU0852594,54,1,6,1,64000,5,1,1,2,2,1,1
2018HU0852594,46,2,6,1,0,5,1,1,2,1,2,9
2018HU0852594,18,2,6,1,0,1,1,1,2,,2,1
2018HU0853947,84,1,1,1,4000,1,1,1,2,3,1,1
2018HU0853947,71,2,6,1,5000,1,1,1,2,1,1,1
2018HU0857836,68,1,1,3,0,4,1,1,2,6,1,2
2018HU0857836,45,2,1,1,18400,5,1,1,2,1,1,2
2018HU0857836,33,1,1,1,22200,4,5,1,2,1,1,2
2018HU0859778,48,2,6,3,0,1,1,2,2,,1,1
2018HU0859778,60,1,6,3,0,1,1,1,2,,1,1
2018HU0863777,66,1,6,1,0,4,1,1,2,3,1,6
2018HU0863777,66,2,6,1,0,4,1,1,2,5,1,6
2018HU0863777,40,1,1,1,43000,4,1,1,2,5,1,6
2018HU0863777,29,2,1,1,20200,5,1,1,2,1,1,6
2018HU0868523,44,2,1,1,137000,1,1,1,2,2,1,1
2018HU0868523,46,1,1,1,195000,1,1,1,2,1,1,1
2018HU0868523,17,1,6,1,0,1,5,2,2,,1,1
2018HU0868523,12,2,,1,,1,5,2,2,,1,1
2018HU0873906,49,1,2,1,90000,1,1,1,2,5,1,9
2018HU0873906,48,2,2,1,0,4,1,1,2,6,1,1
2018HU0873906,9,2,,1,,1,5,3,2,,1,2
2018HU0880254,37,2,1,1,127000,1,1,1,2,5,1,1
2018HU0880254,47,1,1,1,159000,1,1,1,2,5,1,1
2018HU0880254,0,2,,,,1,5,,2,,1,1
2018HU0890266,65,2,6,1,0,1,1,1,2,2,1,1
2018HU0890266,65,1,6,1,0,1,1,1,2,1,1,1
2018HU0899622,73,1,1,1,60000,4,1,1,2,7,1,6
