SERIALNO,AGE,SEX,EMPLOYMENT,MOBILITY,INCOME,CITIZENSHIP,MARITAL_STATUS,SCHOOLING,DISABILITY,WORK,INSURANCE,RACE
2018HU0153291,36,2,1,3,42900,1,1,1,2,1,1,1
2018HU0153291,5,1,,3,,1,5,2,2,,1,1
2018HU0153291,4,2,,3,,1,5,3,2,,1,1
2018HU0154650,47,2,1,1,110000,1,1,1,2,4,1,1
2018HU0154650,47,1,1,1,75000,1,1,1,2,4,1,2
2018HU0154650,17,2,6,1,800,1,5,2,2,1,1,9
2018HU0154650,14,2,,1,,1,5,2,2,,1,9
2018HU0154650,25,2,1,1,20000,1,5,1,2,1,1,2
2018HU0154834,70,2,6,1,0,1,1,1,2,,1,1
2018HU0154834,77,1,6,1,0,1,1,1,1,1,1,1
2018HU0154834,59,1,6,1,0,1,5,1,1,,1,1
2018HU0158619,55,2,1,1,140000,1,1,1,2,5,1,1
2018HU0158849,30,2,1,1,20000,1,5,2,2,1,2,1
2018HU0158849,10,2,,1,,1,5,2,2,,2,1
2018HU0163594,54,2,1,1,130000,1,1,1,2,1,1,1
2018HU0163594,55,1,1,1,130000,3,1,1,2,1,1,1
2018HU0163594,18,2,6,1,3000,1,5,3,2,1,1,1
2018HU0167157,61,1,1,1,150000,1,1,1,2,5,1,1
2018HU0167157,51,2,1,1,140000,2,1,1,2,5,1,1
2018HU0167157,17,2,6,1,0,1,5,2,2,,1,1
2018HU0167157,12,1,,1,,1,5,2,2,,1,1
2018HU0167249,70,1,6,1,0,4,1,1,2,5,1,6
2018HU0167249,69,2,6,1,0,4,1,1,2,1,1,6
2018HU0167249,40,2,1,1,70000,1,5,1,2,1,1,6
2018HU0176572,39,1,1,1,75000,1,1,1,2,3,1,1
2018HU0176572,35,2,6,1,0,1,1,1,2,,1,1
2018HU0176572,6,1,,1,,1,5,2,2,,1,1
2018HU0176572,4,1,,1,,1,5,3,2,,1,1
2018HU0179228,64,1,1,1,122000,1,1,1,2,5,1,1
2018HU0179228,58,2,6,1,0,1,1,1,2,,1,1
2018HU0179228,22,2,3,1,5200,1,5,1,2,1,1,1
2018HU0180635,59,1,6,1,0,1,1,1,1,,1,1
2018HU0180635,61,2,1,1,134000,1,1,1,2,1,1,1
2018HU0183906,72,2,6,1,0,1,2,1,2,,1,1
2018HU0185831,42,1,1,1,140000,1,1,1,2,2,1,2
2018HU0185831,43,2,1,1,110000,4,1,1,2,4,1,2
2018HU0185831,8,1,,1,,1,5,3,2,,1,2
2018HU0185831,4,1,,1,,1,5,3,2,,1,2
2018HU0187154,43,1,1,1,97000,1,1,1,2,1,1,1
2018HU0187154,42,2,6,1,0,1,1,1,2,6,1,1
2018HU0187154,14,2,,1,,1,5,3,2,,1,1
2018HU0187154,11,1,,1,,1,5,2,2,,1,1
2018HU0187154,9,1,,1,,1,5,2,2,,1,1
2018HU0187154,6,1,,1,,1,5,2,2,,1,1
2018HU0187154,17,2,6,1,0,1,5,2,2,,1,1
2018HU0188291,39,2,1,1,65000,1,1,1,2,2,1,1
2018HU0188291,41,1,4,1,135000,1,1,1,2,5,1,1
2018HU0188291,11,2,,1,,1,5,2,2,,1,1
2018HU0188291,9,2,,1,,1,5,2,2,,1,1
2018HU0188291,7,1,,1,,1,5,2,2,,1,1
2018HU0189153,51,2,6,1,155000,1,3,1,2,3,1,1
2018HU0189153,9,1,,1,,1,5,2,2,,1,1
2018HU0189153,7,2,,1,,1,5,2,2,,1,1
2018HU0189153,7,2,,1,,1,5,2,2,,1,1
2018HU0192638,42,2,1,1,85000,1,3,1,2,3,1,1
2018HU0195144,68,2,6,1,0,1,3,1,2,,1,1
2018HU0195144,66,1,6,1,0,4,3,1,2,6,1,1
2018HU0195791,66,2,1,1,90000,1,3,1,2,2,1,1
2018HU0195791,31,1,1,1,28000,1,1,1,2,1,1,1
2018HU0195791,32,2,1,1,14000,1,1,1,2,3,1,1
2018HU0195952,51,2,1,1,70000,1,1,1,2,1,1,9
2018HU0195952,51,1,1,1,500000,4,1,3,2,1,1,1
2018HU0195952,25,2,1,1,33300,1,1,1,2,1,1,9
2018HU0196882,23,2,1,3,20000,1,5,1,2,2,2,1
2018HU0196882,23,2,1,3,20000,1,5,1,2,2,1,1
2018HU0197345,52,2,6,1,0,1,1,1,2,,1,1
2018HU0197345,52,1,1,1,500000,1,1,1,2,1,1,1
2018HU0197863,37,1,1,1,129000,1,1,1,2,5,1,1
2018HU0197863,37,2,1,1,39600,1,1,1,2,4,1,1
2018HU0197863,5,1,,1,,1,5,2,2,,1,1
2018HU0197863,2,1,,1,,1,5,,2,,1,1
2018HU0198382,61,1,1,1,68000,4,1,1,2,1,1,1
2018HU0198382,57,2,1,1,41600,4,1,1,2,1,1,1
2018HU0198382,80,2,6,1,0,4,2,1,1,,1,1
2018HU0198433,56,2,1,1,80000,1,1,1,1,3,1,1
2018HU0198433,58,1,6,1,0,1,1,1,1,3,1,1
2018HU0198433,23,2,1,1,5200,1,5,2,2,4,1,1
2018HU0198801,73,1,6,1,0,1,1,1,2,1,1,1
2018HU0198801,74,2,6,1,0,1,1,1,2,,1,1
2018HU0200758,63,2,6,1,0,1,1,1,2,,1,1
2018HU0200758,67,1,6,1,0,1,1,1,2,,1,1
2018HU0200758,23,1,6,1,0,1,5,1,1,,1,1
2018HU0204606,38,1,1,1,80000,4,5,2,2,1,1,6
2018HU0204606,74,1,6,1,0,4,1,1,2,6,1,6
2018HU0204606,66,2,6,1,0,4,1,1,2,6,1,6
2018HU0205183,56,1,1,1,0,1,1,1,2,6,1,1
2018HU0205183,55,2,6,1,0,1,1,1,2,,1,1
2018HU0207211,66,2,1,1,56000,1,2,1,2,3,1,1
2018HU0207211,34,1,1,1,48000,1,3,1,2,1,2,1
2018HU0207250,46,2,1,3,20000,5,3,1,2,2,1,6
2018HU0210145,49,1,4,1,135000,1,1,1,1,5,1,1
2018HU0210145,48,2,1,1,2700,1,1,2,2,1,1,1
2018HU0210145,18,2,6,1,1100,1,5,2,2,1,1,1
2018HU0210145,15,2,,1,0,1,5,2,2,,1,1
2018HU0210457,56,1,1,1,170000,1,1,1,2,2,1,1
2018HU0210457,57,2,1,1,30000,1,1,1,2,2,1,1
2018HU0211238,70,1,6,1,0,1,1,1,2,,1,1
2018HU0211238,63,2,1,1,117000,1,1,1,2,1,1,1
2018HU0211704,34,1,1,1,100000,1,1,1,2,1,1,1
2018HU0211704,32,2,1,1,60000,1,1,1,2,3,1,1
2018HU0211704,2,2,,1,,1,5,,2,,1,1
2018HU0211704,0,1,,,,1,5,,2,,1,1
2018HU0216387,37,1,1,1,86000,1,1,1,2,1,1,1
2018HU0216387,35,2,2,1,52000,1,1,1,2,1,1,1
2018HU0216387,6,2,,1,,1,5,3,2,,1,1
2018HU0216387,4,2,,1,,1,5,3,2,,1,1
2018HU0216945,34,1,1,1,185000,1,1,1,2,1,1,1
2018HU0216945,33,2,6,1,0,1,1,1,2,2,1,1
2018HU0216945,7,2,,1,,1,5,3,2,,1,1
2018HU0216945,5,2,,1,,1,5,3,2,,1,1
2018HU0216945,0,1,,,,1,5,,2,,1,1
2018HU0219722,52,2,1,1,62000,1,1,1,2,1,1,1
2018HU0219722,54,1,1,1,110000,1,1,1,2,1,1,1
2018HU0219722,20,1,1,1,1000,1,5,2,2,1,1,1
2018HU0221957,36,1,1,3,67000,1,1,1,2,5,1,1
2018HU0221957,41,2,1,3,60000,1,1,1,2,2,1,1
2018HU0223197,27,1,1,1,91000,4,1,1,2,1,1,6
2018HU0223197,26,2,6,1,0,5,1,1,2,,1,6
2018HU0223197,1,2,,1,,1,5,,2,,1,6
2018HU0223197,64,1,6,1,0,4,1,1,1,6,1,6
2018HU0223197,59,2,6,1,0,4,1,1,2,6,1,6
2018HU0223779,89,1,6,1,0,1,2,1,2,,1,1
2018HU0224265,70,1,6,1,0,1,1,2,2,,1,1
2018HU0224265,65,2,6,1,0,1,1,1,2,1,1,1
2018HU0225687,67,1,1,1,165000,1,1,3,2,5,1,1
2018HU0225687,62,2,6,1,0,4,1,1,2,1,1,1
2018HU0226130,43,2,1,1,165000,1,1,1,2,5,1,1
2018HU0226130,43,1,1,1,160000,4,1,1,2,1,1,1
2018HU0226130,11,2,,1,,1,5,2,2,,1,1
2018HU0226130,8,2,,1,,1,5,2,2,,1,1
2018HU0226130,59,1,1,1,35000,3,4,1,2,2,1,1
2018HU0226130,20,2,1,2,0,5,5,1,2,6,1,1
2018HU0227296,39,1,1,1,119000,1,1,1,2,5,1,1
2018HU0227296,36,2,1,1,110000,1,1,1,2,5,1,9
2018HU0227296,4,2,,1,,1,5,3,2,,1,9
2018HU0229261,43,2,6,1,0,1,1,2,2,,1,1
2018HU0229261,45,1,4,1,130000,1,1,1,2,5,1,1
2018HU0229261,16,1,6,1,0,1,5,2,2,,1,1
2018HU0229261,14,1,,1,,1,5,2,2,,1,1
2018HU0229261,6,1,,1,,3,5,2,2,,1,1
2018HU0239602,55,2,1,1,79000,1,5,1,2,4,1,1
2018HU0240991,38,1,1,1,150000,3,5,1,2,1,1,1
2018HU0241359,63,2,6,1,0,1,1,1,2,,1,1
2018HU0241359,71,1,6,1,0,1,1,1,2,,1,1
2018HU0241937,76,2,6,1,0,1,2,1,2,,1,1
2018HU0244027,72,1,1,1,16000,1,1,1,2,1,1,2
2018HU0244027,68,2,1,1,65000,1,1,1,2,1,1,1
2018HU0244027,30,1,1,3,70000,1,5,1,2,1,1,8
2018HU0245203,38,1,2,3,118000,4,1,1,2,2,1,6
2018HU0245203,36,2,2,3,120000,4,1,1,2,1,1,6
2018HU0254148,80,1,6,2,0,1,1,1,1,,1,1
2018HU0254148,77,2,6,2,0,1,1,1,2,,1,1
2018HU0257229,49,2,1,1,140000,1,1,1,2,5,1,1
2018HU0257229,55,1,1,1,135000,1,1,1,2,5,1,1
2018HU0257229,10,2,,1,,1,5,2,2,,1,1
2018HU0257229,4,2,,1,,1,5,2,2,,1,1
2018HU0258731,58,1,1,2,21900,5,1,1,2,7,2,1
2018HU0258731,48,2,6,1,0,5,1,1,2,,2,1
2018HU0258731,49,1,1,1,0,5,5,1,2,6,2,1
2018HU0259855,77,1,6,1,0,1,1,1,2,,1,1
2018HU0259855,78,2,6,1,0,1,1,1,2,,1,1
2018HU0260599,74,1,6,1,0,1,1,1,2,,1,1
2018HU0260599,75,2,6,1,250,1,1,1,2,1,1,1
2018HU0260599,47,1,3,1,7600,1,3,1,2,3,2,9
2018HU0260902,53,2,1,1,125000,4,1,1,2,1,1,1
2018HU0260902,54,1,1,1,116000,1,1,1,2,5,1,1
2018HU0260902,17,1,6,1,1200,1,5,2,2,2,1,1
2018HU0265823,67,1,6,1,0,1,1,1,2,3,1,1
2018HU0265823,65,2,1,1,67000,1,1,1,2,1,1,1
2018HU0266718,59,1,1,3,0,1,1,1,2,6,1,1
2018HU0266718,57,2,1,3,95000,1,1,1,2,2,1,1
2018HU0268667,60,2,1,1,196000,1,1,1,2,3,1,1
2018HU0268667,66,1,6,1,0,1,1,1,2,3,1,1
2018HU0269591,52,1,1,3,120000,4,1,1,2,3,1,1
2018HU0269591,41,2,6,3,0,4,1,1,2,,1,1
2018HU0269591,16,2,6,3,0,1,5,2,2,,1,1
2018HU0269591,12,2,,3,,1,5,2,2,,1,1
2018HU0269591,6,2,,3,,1,5,2,2,,1,1
2018HU0269591,55,2,1,3,12000,5,4,2,2,1,1,1
2018HU0269591,76,2,6,3,0,5,2,1,2,,1,1
2018HU0269591,13,2,,3,,1,5,2,2,,1,1
2018HU0269701,68,1,6,1,0,1,1,1,2,1,1,1
2018HU0269701,68,2,6,1,0,1,1,1,2,3,1,1
2018HU0269794,57,1,1,1,55000,1,1,1,2,3,1,1
2018HU0269794,52,2,1,1,200000,1,1,1,2,1,1,1
2018HU0273043,70,1,6,1,0,1,1,1,1,5,1,1
2018HU0273043,70,2,6,1,0,1,1,1,2,3,1,1
2018HU0274274,32,2,1,1,45000,1,1,1,2,7,1,1
2018HU0274274,34,1,1,1,65000,1,1,1,2,1,1,1
2018HU0274274,3,1,,1,,1,5,1,2,,1,1
2018HU0275162,71,1,6,1,0,1,1,1,1,5,1,1
2018HU0275162,64,2,1,1,35000,1,1,1,1,3,1,1
2018HU0275162,35,1,1,1,70000,1,1,1,2,1,1,1
2018HU0277546,40,1,4,1,150000,1,1,1,2,5,1,1
2018HU0277546,39,2,1,1,4000,1,1,3,2,1,1,1
2018HU0277546,15,1,,1,0,1,5,2,2,,1,1
2018HU0277546,13,1,,1,,1,5,2,2,,1,1
2018HU0277546,11,2,,1,,1,5,2,2,,1,1
2018HU0277871,51,1,1,1,53000,1,3,1,1,1,1,1
2018HU0279321,53,2,1,1,140000,4,5,1,2,5,1,6
2018HU0279321,86,2,6,1,0,4,2,1,1,,1,6
2018HU0282361,43,2,1,1,70000,4,1,1,2,5,1,6
2018HU0282361,71,1,1,1,60000,4,1,1,2,1,1,6
2018HU0282361,19,2,6,1,0,1,5,2,2,,1,6
2018HU0282361,11,1,,1,,1,5,1,2,,1,6
2018HU0283512,70,1,6,1,0,1,1,1,2,1,1,1
2018HU0283512,64,2,6,1,0,4,1,1,2,,1,6
2018HU0285450,37,1,1,1,73000,4,1,1,2,3,1,6
2018HU0285450,30,2,1,1,40000,4,1,1,2,2,1,6
2018HU0293489,40,1,1,3,93000,1,5,1,2,1,1,6
2018HU0293965,24,1,1,1,45000,1,5,1,2,5,1,6
2018HU0293965,24,1,1,1,90000,1,5,1,2,1,1,1
2018HU0298824,36,2,1,1,65000,4,3,1,2,4,1,2
2018HU0298824,3,2,,1,,1,5,3,2,,1,2
2018HU0298824,2,1,,1,,1,5,,2,,1,2
2018HU0298824,45,1,1,1,0,4,3,1,2,6,1,2
2018HU0298824,18,1,1,1,4000,4,5,2,2,1,1,2
2018HU0299147,55,2,3,1,3500,1,3,1,2,1,2,1
2018HU0299147,17,1,6,1,0,1,5,2,2,,2,1
2018HU0299147,17,1,6,1,0,1,5,2,2,,2,1
2018HU0300999,59,1,1,1,200000,1,1,1,2,1,1,1
2018HU0300999,56,2,6,1,0,1,1,1,2,,1,1
2018HU0300999,27,2,6,1,0,1,5,1,1,,1,1
2018HU0300999,25,2,1,1,65000,1,1,1,2,1,1,1
2018HU0300999,36,1,1,3,65000,1,1,1,2,1,1,1
2018HU0305213,41,1,1,1,72000,1,5,1,1,1,1,1
2018HU0307507,49,1,1,1,40000,4,3,1,2,1,2,1
2018HU0307507,17,1,2,1,4900,3,5,2,2,1,2,1
2018HU0307507,9,2,,1,,1,5,2,2,,1,1
2018HU0307507,39,2,1,1,17000,5,3,1,2,1,2,1
2018HU0307551,50,2,1,1,104000,4,1,1,2,1,1,1
2018HU0307551,50,1,1,1,225000,1,1,1,2,1,1,1
2018HU0308952,46,1,1,1,128000,1,1,1,2,1,1,9
2018HU0308952,49,1,3,1,0,5,1,1,2,1,1,1
2018HU0308952,17,2,6,1,7000,1,5,2,2,1,1,1
2018HU0309108,41,2,1,1,30000,1,1,1,2,2,1,1
2018HU0309108,45,1,1,1,181000,1,1,1,2,1,1,1
2018HU0309108,12,2,,1,,1,5,3,2,,1,1
2018HU0309108,11,1,,1,,1,5,2,2,,1,1
2018HU0309108,8,1,,1,,1,5,3,2,,1,1
2018HU0309108,5,1,,1,,1,5,2,2,,1,1
2018HU0309863,32,2,1,1,80000,1,1,3,2,2,1,1
2018HU0309863,33,1,1,1,91000,1,1,1,2,3,1,1
2018HU0310069,76,2,6,1,0,1,2,1,1,,1,1
2018HU0314687,57,1,1,1,176000,1,3,1,2,1,1,1
2018HU0314687,23,2,1,1,20000,1,5,1,2,1,1,1
2018HU0314687,17,2,6,1,0,1,5,2,2,,1,1
2018HU0314687,53,2,1,3,130000,1,2,1,2,1,1,1
2018HU0314871,30,1,1,1,50000,5,5,1,2,1,1,6
2018HU0314871,32,2,1,1,30000,5,5,3,2,3,1,6
2018HU0314871,58,2,6,1,20000,5,2,1,2,2,1,6
2018HU0319071,44,1,1,1,80000,1,1,1,2,1,1,2
2018HU0319071,42,2,1,1,134000,1,1,1,2,5,1,2
2018HU0319394,38,1,1,1,95000,5,5,1,2,1,1,9
2018HU0319394,78,1,6,1,0,4,1,1,1,,1,9
2018HU0319394,72,2,1,1,9000,4,1,1,2,2,1,1
2018HU0319394,37,2,1,1,49500,1,3,1,2,1,1,1
2018HU0320374,48,2,1,1,205000,1,1,1,2,2,1,1
2018HU0320374,52,1,1,1,125000,3,1,1,2,1,1,1
2018HU0320374,21,1,1,1,5500,1,5,3,2,1,1,1
2018HU0320374,11,1,,1,,1,5,2,2,,1,1
2018HU0320656,64,2,1,1,33600,1,1,1,2,3,1,1
2018HU0320656,65,1,1,1,500000,1,1,1,2,7,1,1
2018HU0320656,32,1,1,1,35700,1,5,1,2,2,1,1
2018HU0324026,39,2,1,1,70000,1,1,1,2,1,1,1
2018HU0324026,42,1,1,1,140000,1,1,1,2,5,1,1
2018HU0324026,4,2,,1,,1,5,3,2,,1,1
2018HU0324396,77,2,6,1,0,1,2,1,2,,1,1
2018HU0325877,47,2,1,1,113000,4,3,1,2,2,1,6
2018HU0325877,16,1,6,1,0,1,5,2,2,,1,6
2018HU0325877,14,2,,1,,1,5,2,2,,1,6
2018HU0327242,37,1,1,3,90000,1,1,1,2,1,1,1
2018HU0327242,37,2,1,3,135000,1,1,1,2,5,1,1
2018HU0328202,60,1,1,1,160000,1,1,1,2,1,1,1
2018HU0328202,58,2,1,1,130000,1,1,1,2,5,1,1
2018HU0328420,71,2,6,1,0,4,1,1,2,1,1,1
2018HU0328420,77,1,6,1,0,1,1,1,2,,1,1
2018HU0332356,71,1,6,1,0,1,1,1,1,,1,1
2018HU0332356,69,2,6,1,1000,4,1,1,2,6,1,6
2018HU0332584,56,1,1,1,42000,4,1,1,2,1,1,6
2018HU0332584,58,2,1,1,0,4,1,1,2,6,1,6
2018HU0335193,64,1,1,1,108000,1,5,1,2,2,1,1
2018HU0341440,42,1,1,1,8000,4,1,1,2,1,1,6
2018HU0341440,41,2,1,1,23000,4,1,1,2,1,1,6
2018HU0341440,9,1,,1,,1,5,2,2,,1,6
2018HU0344476,42,1,1,1,80000,4,1,1,2,5,1,1
2018HU0346248,83,2,6,1,0,1,2,1,2,,1,1
2018HU0348807,37,2,1,3,102000,4,4,1,2,1,1,9
2018HU0348807,34,1,1,3,60000,4,5,1,2,3,1,9
2018HU0349147,51,2,1,1,170000,1,1,1,2,1,1,1
2018HU0349147,52,1,1,1,125000,1,1,1,2,5,1,1
2018HU0349147,14,2,,1,,1,5,2,2,,1,1
2018HU0349536,61,2,1,1,106000,1,1,1,2,2,1,1
2018HU0349536,52,1,6,1,0,1,1,1,2,1,1,1
2018HU0350596,45,2,1,1,0,1,1,1,2,6,1,1
2018HU0350596,43,1,1,1,106000,1,1,1,2,5,1,1
2018HU0350596,16,2,1,1,0,1,5,2,2,6,1,1
2018HU0350596,14,1,,1,,1,5,2,2,,1,1
2018HU0350596,11,1,,1,,1,5,2,2,,1,1
2018HU0358643,36,1,1,1,200000,1,1,1,2,7,1,2
2018HU0358643,40,2,1,1,50000,3,1,1,2,2,1,9
2018HU0360052,58,1,6,1,0,4,1,1,2,,1,1
2018HU0360052,58,2,1,1,160000,3,1,1,2,1,1,1
2018HU0366866,33,2,6,3,0,4,1,1,2,1,1,6
2018HU0366866,33,1,1,3,11000,4,1,1,2,5,1,6
2018HU0366866,3,2,,3,,1,5,3,2,,1,6
2018HU0366962,45,2,6,1,0,4,3,2,2,,1,6
2018HU0366962,11,1,,1,,1,5,2,2,,2,6
2018HU0366962,6,1,,1,,1,5,2,2,,1,6
2018HU0366962,67,1,1,1,20000,4,2,1,2,1,1,6
2018HU0366962,66,2,6,1,0,4,2,1,2,,1,6
2018HU0371322,69,1,6,1,0,4,1,1,2,,1,1
2018HU0371322,70,2,6,1,0,4,1,1,2,,1,1
2018HU0376636,51,1,1,1,80000,4,1,1,2,1,1,1
2018HU0376636,30,2,1,1,30000,5,1,1,2,1,1,1
2018HU0376636,3,1,,1,,1,5,1,2,,1,1
2018HU0376636,1,1,,1,,1,5,,2,,1,1
2018HU0377255,64,1,6,1,0,1,1,1,2,5,1,1
2018HU0377255,57,2,6,1,30000,4,1,1,2,5,1,6
2018HU0377255,25,1,3,1,0,1,5,2,2,1,1,1
2018HU0377255,23,1,1,1,1700,1,5,2,2,1,1,1
2018HU0379087,50,1,1,1,70000,1,1,1,2,7,1,1
2018HU0379087,49,2,6,1,0,1,1,1,2,,1,1
2018HU0379087,22,2,1,1,5000,1,5,3,2,4,1,1
2018HU0379087,17,2,6,1,2300,1,5,2,2,1,1,1
2018HU0380032,65,1,1,1,121000,1,1,1,1,1,1,1
2018HU0380032,64,2,6,1,0,1,1,1,2,,1,1
2018HU0380032,32,2,1,1,79000,1,5,1,2,4,1,1
2018HU0382004,37,1,1,1,180000,1,1,1,2,1,1,1
2018HU0382004,35,2,1,1,0,1,1,1,2,6,1,1
2018HU0382004,6,2,,1,,1,5,3,2,,1,1
2018HU0382004,1,2,,1,,1,5,,2,,1,1
2018HU0384344,54,1,1,1,120000,4,1,1,2,1,1,6
2018HU0384344,38,2,6,1,0,4,1,1,2,1,1,6
2018HU0384344,1,1,,1,,1,5,,2,,1,6
2018HU0384849,55,1,1,1,70000,1,1,1,2,1,1,1
2018HU0384849,57,2,1,1,50000,1,1,1,2,1,1,1
2018HU0384849,17,1,6,1,0,1,5,2,2,,1,1
2018HU0384849,15,2,,1,0,1,5,2,2,,1,1
2018HU0388727,75,2,1,1,80000,1,5,1,1,1,1,1
2018HU0392298,53,2,1,1,76000,1,2,1,2,3,1,1
2018HU0392298,23,2,1,1,61000,1,5,1,2,3,1,1
2018HU0395381,75,2,6,1,0,1,1,1,1,7,1,1
2018HU0395381,80,1,6,1,0,1,1,1,1,,1,1
2018HU0396669,58,1,1,1,145000,4,1,1,2,5,1,2
2018HU0396669,52,2,1,1,95000,4,1,1,2,5,1,2
2018HU0396669,16,1,6,1,0,1,5,2,2,,1,2
2018HU0398565,58,1,1,1,500000,1,1,1,2,8,1,1
2018HU0400476,73,1,6,1,0,5,1,1,1,1,1,9
2018HU0400476,66,2,6,1,0,4,1,1,1,3,1,9
2018HU0400476,31,2,1,1,52000,1,5,2,1,1,1,9
2018HU0400476,31,1,1,1,35000,1,5,1,2,1,1,9
2018HU0401299,38,1,1,1,60000,3,1,1,2,1,1,1
2018HU0401299,31,2,1,3,47000,1,1,1,2,2,1,1
2018HU0403185,74,1,1,1,7000,1,1,1,2,1,1,1
2018HU0403185,60,2,1,1,75000,1,1,1,2,1,1,1
2018HU0403185,33,1,1,1,60000,1,3,1,2,3,1,1
2018HU0403185,28,1,1,1,30000,1,5,1,2,1,1,1
2018HU0407741,54,1,1,1,200000,1,1,1,2,5,1,1
2018HU0407741,55,2,1,1,12000,1,1,1,2,4,1,1
2018HU0407747,72,2,6,1,0,1,1,1,2,,1,1
2018HU0407747,74,1,1,1,95000,1,1,1,2,5,1,1
2018HU0409989,47,1,4,3,148000,1,1,1,2,5,1,1
2018HU0409989,48,2,6,3,0,4,1,1,2,,1,6
2018HU0409989,15,1,,3,0,3,5,2,2,,1,9
2018HU0409989,12,1,,3,,1,5,2,2,,1,9
2018HU0409989,12,1,,3,,1,5,2,2,,1,9
2018HU0411230,62,2,1,1,8000,1,1,1,2,2,1,1
2018HU0411230,61,1,1,1,120000,4,1,1,2,5,1,6
2018HU0413439,61,1,1,1,162000,1,1,1,2,5,1,1
2018HU0413439,49,2,1,1,193000,1,1,1,2,1,1,1
2018HU0420948,61,2,1,1,88000,3,3,1,2,2,1,1
2018HU0421626,64,1,1,1,170000,1,1,1,2,1,1,1
2018HU0421626,60,2,1,1,120000,1,1,1,2,5,1,1
2018HU0422014,46,2,1,3,65000,1,1,1,2,1,1,1
2018HU0422014,48,1,4,3,100000,1,1,1,2,5,1,1
2018HU0422014,17,1,1,3,3900,1,5,2,2,1,1,1
2018HU0422014,14,2,,3,,1,5,2,2,,1,1
2018HU0422014,12,2,,3,,1,5,2,2,,1,1
2018HU0425989,58,1,1,1,95000,1,1,1,2,1,1,1
2018HU0425989,58,2,1,1,72000,1,1,1,1,1,1,1
2018HU0426513,47,1,1,1,115000,4,1,1,2,1,1,1
2018HU0426513,42,2,6,1,0,4,1,1,1,,1,1
2018HU0426513,7,2,,1,,1,5,2,2,,1,1
2018HU0426513,4,2,,1,,1,5,1,2,,1,1
2018HU0426513,2,2,,1,,1,5,,2,,1,1
2018HU0427030,43,1,4,1,95000,2,1,1,2,5,1,1
2018HU0427030,41,2,1,1,63000,2,1,1,2,4,1,1
2018HU0427030,18,1,1,1,3000,1,5,2,2,1,1,1
2018HU0427030,14,2,,1,,3,5,2,2,,1,1
2018HU0427555,59,2,1,1,50000,1,4,1,2,3,1,1
2018HU0427555,24,1,6,1,0,1,5,1,1,3,1,1
2018HU0427812,50,1,4,3,100000,1,1,1,2,5,1,1
2018HU0427812,51,2,1,3,20000,1,1,1,2,4,1,1
2018HU0427812,15,1,,3,0,1,5,2,2,,1,1
2018HU0427812,12,2,,3,,1,5,2,2,,1,1
2018HU0432370,71,1,1,1,26000,4,5,1,2,1,1,1
2018HU0432370,56,1,1,1,25000,5,3,1,2,1,1,1
2018HU0433375,43,2,1,1,0,1,1,1,2,6,1,1
2018HU0433375,42,1,1,1,140000,1,1,1,2,1,1,1
2018HU0433375,11,2,,1,,1,5,3,1,,1,1
2018HU0433375,9,2,,1,,1,5,3,1,,1,8
2018HU0433375,5,1,,1,,1,5,3,1,,1,9
2018HU0438654,60,2,1,1,29000,1,1,2,2,1,1,1
2018HU0438654,58,1,1,1,80000,1,1,1,2,1,1,1
2018HU0438654,28,2,1,1,40000,1,5,1,2,1,1,1
2018HU0439968,48,1,1,1,120000,1,1,1,2,5,1,1
2018HU0439968,40,2,1,1,60000,1,1,1,2,1,1,1
2018HU0439968,11,1,,1,,1,5,1,2,,1,1
2018HU0442868,49,1,1,3,125000,1,3,1,2,1,1,9
2018HU0442868,13,2,,3,,1,5,2,2,,1,9
2018HU0442868,11,1,,3,,1,5,2,2,,1,9
2018HU0442868,44,2,1,3,55000,4,3,1,2,1,1,9
2018HU0443372,43,1,1,1,117000,1,1,1,1,3,1,1
2018HU0443372,41,2,1,1,100000,1,1,2,2,3,1,1
2018HU0443372,9,1,,1,,1,5,2,1,,1,1
2018HU0443372,6,1,,1,,1,5,2,2,,1,1
2018HU0444045,83,2,6,1,0,1,2,1,2,,1,1
2018HU0444976,38,2,1,3,20900,1,1,1,2,2,1,1
2018HU0444976,40,1,1,3,122000,3,1,2,2,5,1,1
2018HU0444976,12,1,,3,,1,5,2,2,,1,1
2018HU0444976,8,2,,3,,1,5,2,2,,1,1
2018HU0444976,6,1,,3,,1,5,2,2,,1,1
2018HU0444976,3,2,,3,,1,5,3,2,,1,1
2018HU0445561,36,2,1,1,88000,1,1,1,2,1,1,1
2018HU0445561,40,1,1,1,120000,5,1,1,2,2,1,1
2018HU0452283,82,1,6,1,0,1,1,1,2,,1,1
2018HU0452283,77,2,6,1,0,1,1,1,2,,1,1
2018HU0453599,61,2,1,1,0,5,3,1,2,6,1,8
2018HU0453599,26,1,1,1,33000,1,5,1,2,1,1,8
2018HU0453810,40,1,1,1,66000,1,5,1,2,1,1,6
2018HU0453810,36,2,3,1,0,1,5,1,2,1,2,1
2018HU0454013,65,2,1,1,75000,1,1,1,2,3,1,1
2018HU0454013,78,1,6,1,0,1,1,1,2,,1,1
2018HU0455028,83,1,6,1,93000,1,1,3,2,5,1,1
2018HU0455028,68,2,1,1,45600,1,1,1,2,4,1,1
2018HU0456785,52,1,1,1,69000,1,1,1,2,1,1,1
2018HU0456785,53,2,1,1,26000,4,1,1,2,2,1,8
