,a.0.9,a.10.19,a.20.29,a.30.39,a.40.49,a.50.59,a.60.69,a.70.79,a.80.89,f,m,armed.forces,civilian.employed,not.in.labor.force,unemployed,abroad.house,diff.us.house,same.house,i.0.9999,i.10000.14999,i.15000.24999,i.25000.34999,i.35000.49999,i.50000.64999,i.65000.74999,i.75000.99999,abroad.born,naturalization,not.citizen,puerto.rico.born,us.born,divorced,married,never,separated,widowed,no.schooling,private,public,with.disability,without.disability,federal,local,not.working,private.no.profit,private.profit,self.employed.corp,self.employed.no.corp,state,with.insurance,without.insurance,asian,black,other,two,white
109,535,270,504,743,437,202,227,209,122,1666,1583,11,1729,1445,64,23,157,3069,2173,3,299,181,190,140,25,238,52,517,1261,14,1405,108,1008,1915,48,170,2535,122,592,171,3078,134,66,1508,145,1326,20,38,12,2235,1014,512,176,856,33,1672
110,784,472,538,1089,658,684,526,382,194,2779,2548,14,2877,2353,83,30,484,4813,3379,21,199,155,372,171,212,818,47,1544,965,0,2771,549,1956,2371,199,252,4384,150,793,540,4787,310,87,2425,293,1866,54,169,123,4764,563,1269,430,285,244,3099
111,757,432,667,829,664,643,543,353,371,2470,2789,26,2812,2343,78,67,768,4424,3125,79,451,275,241,298,157,633,22,1004,1365,11,2857,371,2075,2462,0,351,4084,212,963,583,4676,271,146,2450,212,1920,140,71,49,4254,1005,703,553,625,161,3217
112,1639,769,978,1063,965,313,193,44,67,2832,3199,5,2495,3400,131,343,547,5141,4699,60,230,438,200,95,109,200,112,572,2812,43,2492,118,1635,4116,113,49,4216,138,1677,211,5820,58,55,3538,144,1963,63,191,19,3643,2388,508,97,2446,417,2563
113,277,367,474,331,363,326,358,135,43,1201,1473,10,1515,1011,138,57,195,2422,1773,13,117,68,180,92,90,341,77,812,612,6,1167,169,1202,1173,47,83,2142,112,420,257,2417,113,77,1165,138,975,92,107,7,2035,639,458,316,267,70,1563
114,444,329,535,512,350,612,417,341,143,1811,1872,16,1739,1854,74,57,219,3407,2270,33,117,100,259,238,105,561,64,755,640,4,2220,229,1725,1545,56,128,2970,232,481,506,3177,305,93,1916,169,999,77,95,29,3129,554,725,244,405,350,1959
115,554,635,831,861,757,715,533,295,218,2803,2596,49,2977,2247,126,84,949,4366,3019,147,194,281,273,251,201,1033,136,813,959,94,3397,428,2075,2692,14,190,4061,444,894,490,4909,453,203,2401,202,1911,42,104,83,4679,720,943,786,218,232,3220
116,396,234,434,429,296,457,317,246,276,1722,1363,34,1684,1324,43,5,195,2885,1866,27,31,149,126,146,117,623,74,681,375,0,1955,250,1187,1331,31,286,2484,127,474,423,2662,218,154,1382,149,1000,15,128,39,2950,135,739,425,85,181,1655
117,796,528,689,972,788,673,757,257,106,2793,2773,24,3131,2275,136,73,282,5211,3167,64,178,469,487,200,69,932,40,1340,1373,0,2813,336,2309,2627,71,223,4128,162,1276,346,5220,298,146,2413,459,1739,89,403,19,4778,788,1079,672,566,229,3020
118,410,185,530,442,665,505,355,272,287,1871,1780,0,1978,1618,55,0,592,3059,2302,0,56,178,168,136,98,713,73,1102,412,17,2047,265,1651,1444,61,230,2744,228,679,389,3262,131,154,1643,32,1344,149,181,17,3039,612,1149,131,247,37,2087
119,863,1309,825,979,1101,991,680,346,154,3763,3485,25,4028,2897,298,0,1075,6173,4513,292,260,385,480,404,80,834,150,1802,2419,21,2856,432,2778,3630,224,184,4598,309,2341,448,6800,294,314,3210,364,2884,32,18,132,5151,2097,1651,668,1038,400,3491
120,339,424,441,567,414,509,402,190,68,1617,1737,0,1820,1445,89,92,371,2891,1997,0,210,217,305,179,150,296,60,881,984,13,1416,319,1002,1817,78,138,2563,122,669,324,3030,100,168,1510,201,1184,77,82,32,2515,839,871,248,817,147,1271
121,790,828,884,913,737,577,412,70,92,2564,2739,0,2990,2101,212,101,1283,3919,3289,70,387,648,479,145,101,184,120,923,1937,0,2323,397,1768,2782,257,99,3884,142,1277,214,5089,96,92,2284,197,2262,48,311,13,3873,1430,982,115,1315,196,2695
122,1081,721,939,960,1147,946,625,628,294,3990,3351,16,4020,3167,138,132,540,6669,4346,55,346,398,468,611,118,999,83,1573,1366,26,4293,596,3013,3394,80,258,5381,177,1783,486,6855,321,301,3310,469,2520,76,281,63,6211,1130,1565,612,622,812,3730
123,363,413,509,514,560,472,568,184,137,1850,1870,0,2088,1572,60,6,222,3492,2302,20,152,96,226,174,75,675,124,904,344,26,2322,318,1688,1464,100,150,2797,207,716,240,3480,179,102,1612,269,1248,120,148,42,3495,225,1041,211,46,142,2280
124,1089,502,880,1091,736,749,508,209,19,2802,2981,9,3163,2421,190,236,1209,4338,3627,146,379,465,464,234,58,410,48,1521,2004,36,2174,353,1862,3221,183,164,4126,367,1290,407,5376,111,72,2598,340,2227,155,233,47,4386,1397,788,1955,416,219,2405
125,1114,919,946,1499,1198,1210,630,430,45,3895,4096,176,4845,2848,122,66,959,6966,3911,93,812,433,444,509,385,1404,145,1527,1635,24,4660,630,3064,3935,244,118,6402,259,1330,371,7620,682,189,3128,351,3048,152,369,72,6419,1572,1216,1979,114,726,3956
126,1058,625,613,774,947,510,488,289,108,3054,2358,0,2638,2583,191,54,748,4610,3860,12,232,138,315,91,49,715,74,1190,1143,13,2992,370,1793,2934,138,177,3861,230,1321,305,5107,255,102,2760,155,1918,101,116,5,4321,1091,771,1340,1078,165,2058
127,649,473,606,1238,673,906,615,342,184,3166,2520,0,2896,2632,158,142,738,4806,3699,12,102,127,465,262,127,892,80,1408,1713,19,2466,478,2180,2651,180,197,4331,435,920,444,5242,358,180,2769,299,1789,64,196,31,4422,1264,1027,1436,77,245,2901
128,139,151,229,482,379,449,512,253,261,1527,1328,0,1497,1316,42,49,202,2604,1739,0,54,148,188,124,70,532,100,976,444,37,1298,245,1026,1165,37,382,2442,124,289,374,2481,306,88,1354,170,755,55,114,13,2572,283,202,899,21,183,1550
129,572,648,221,303,793,776,492,401,147,2202,2151,34,2106,2091,122,52,215,4086,2767,0,44,42,107,90,52,1251,77,875,333,8,3060,118,2500,1558,43,134,3066,390,897,367,3986,247,155,2221,177,1236,132,142,43,4233,120,996,85,36,181,3055
130,557,573,361,381,408,773,627,332,146,2082,2076,0,1946,2173,39,93,441,3624,2582,0,41,113,84,55,60,1223,111,595,185,0,3267,115,2276,1691,0,76,2973,406,779,324,3834,384,69,2177,184,1020,166,136,22,4058,100,427,47,29,184,3471
131,450,463,192,219,434,546,273,285,99,1524,1437,19,1442,1456,44,0,243,2718,1850,7,8,66,66,68,17,879,37,349,122,7,2446,83,1568,1201,9,100,2007,247,707,140,2821,207,69,1490,151,846,71,86,41,2902,59,325,43,25,106,2462
132,715,564,648,558,799,652,717,367,161,2495,2686,21,2758,2281,121,142,482,4557,2880,28,63,172,161,170,121,1586,181,992,617,6,3385,341,2449,2114,62,215,3898,409,874,512,4669,376,199,2410,216,1699,96,177,8,4936,245,1307,293,17,344,3220
133,358,375,241,145,381,391,396,219,86,1280,1312,18,1125,1382,67,34,190,2368,1792,8,48,14,42,55,18,615,47,568,339,7,1631,114,1297,1067,29,85,1763,265,564,171,2421,108,48,1449,114,735,70,51,17,2534,58,519,36,28,197,1812
134,824,1162,1012,1188,1088,1084,826,231,219,4028,3606,0,4090,3346,198,501,719,6414,4436,19,85,169,388,405,119,2013,174,1245,1813,49,4353,370,3528,3462,118,156,5087,428,2119,515,7119,584,171,3489,362,2520,224,224,60,6968,666,1968,606,1,370,4689
135,545,584,252,426,641,609,446,175,317,2054,1941,9,1973,1960,53,116,216,3663,2298,20,51,55,90,118,74,1289,68,630,99,0,3198,158,2069,1533,26,209,2938,177,880,327,3668,454,103,1969,334,900,73,142,20,3815,180,598,209,95,190,2903
136,557,404,378,432,555,624,296,149,136,1734,1797,14,1822,1650,45,0,357,3174,1990,28,142,138,102,143,123,865,56,719,651,50,2055,90,1711,1479,32,219,2562,187,782,303,3228,247,107,1674,192,1092,93,105,21,3244,287,571,198,62,179,2521
137,695,700,315,513,760,761,395,324,151,2308,2306,35,2329,2116,134,0,564,4050,2780,60,23,92,133,97,129,1300,90,555,196,12,3761,317,2171,1927,24,175,3350,202,1062,313,4301,216,181,2265,261,1338,173,150,30,4443,171,754,121,21,218,3500
138,326,508,384,284,416,709,273,239,97,1707,1529,0,1750,1426,60,66,414,2756,1912,60,12,153,52,89,69,889,95,354,163,0,2624,199,1594,1282,66,95,2416,265,555,195,3041,206,182,1451,120,1041,181,55,0,3066,170,357,0,5,315,2559
139,317,433,112,230,406,442,275,151,155,1259,1262,7,1207,1291,16,47,274,2200,1544,0,37,18,88,51,25,758,48,382,127,14,1950,144,1261,988,10,118,1777,101,643,172,2349,161,37,1307,145,685,100,86,0,2449,72,347,0,36,92,2046
140,344,439,254,193,370,466,290,111,119,1308,1278,22,1382,1139,43,35,319,2232,1580,0,24,48,102,55,64,713,95,313,100,11,2067,145,1180,1152,8,101,1780,150,656,150,2436,182,137,1187,141,658,103,154,24,2485,101,315,124,0,193,1954
141,986,1168,427,708,1101,1148,878,583,190,3523,3666,15,3434,3626,114,66,885,6238,4473,41,157,136,272,185,79,1846,225,941,692,54,5277,378,3425,3043,90,253,5180,373,1636,491,6698,581,144,3721,319,1953,188,220,63,6940,249,1212,157,362,301,5157
142,490,795,260,381,562,916,645,430,143,2337,2285,34,2100,2466,22,13,471,4138,2990,0,89,38,31,81,67,1326,91,580,123,0,3828,116,2764,1629,0,113,3243,351,1028,276,4346,339,130,2457,192,1067,256,181,0,4556,66,591,232,0,194,3605
143,839,744,697,1303,1017,820,603,199,136,3233,3125,0,3726,2502,130,308,889,5161,3569,20,179,27,205,331,279,1748,160,1379,1578,0,3241,429,3071,2610,52,196,4660,494,1204,448,5910,612,172,2620,123,2335,142,328,26,6113,245,2148,676,35,417,3082
144,824,988,724,992,1057,1114,641,360,151,3584,3267,24,3768,2827,232,139,1105,5607,3631,55,156,259,202,292,147,2109,127,1382,771,61,4510,406,3455,2766,28,196,4931,389,1531,525,6326,754,196,3019,484,1930,147,174,147,6641,210,1587,495,18,275,4476
145,1245,819,1195,1650,1336,779,490,369,237,3764,4356,46,4218,3702,154,427,1310,6383,4815,0,30,149,494,640,293,1699,163,1389,2341,0,4227,420,3766,3832,61,41,5919,387,1814,469,7651,408,207,3858,671,2544,36,284,112,7410,710,2388,704,65,859,4104
146,299,268,2039,1638,521,438,218,128,43,2589,3003,26,4281,1247,38,279,1836,3477,2157,55,146,239,326,614,261,1794,89,862,1394,65,3182,449,1677,3314,131,21,4551,304,737,218,5374,431,153,1311,711,2810,54,51,71,5153,439,1834,329,382,308,2739
147,745,555,1127,1160,875,823,681,282,70,3127,3191,92,3731,2396,99,323,1160,4835,3323,49,85,201,386,518,180,1576,156,1318,1430,0,3414,457,2894,2831,22,114,4717,413,1188,425,5893,531,88,2539,437,2371,127,102,123,5556,762,2280,522,219,352,2945
148,200,197,195,282,204,220,136,57,44,827,708,6,914,598,17,24,276,1235,806,0,5,26,34,129,68,467,0,238,211,6,1080,201,575,721,19,19,1108,80,347,136,1399,66,70,614,107,551,15,78,34,1445,90,256,130,57,25,1067
149,561,540,864,1035,595,631,741,210,101,2607,2671,23,3397,1734,124,75,1029,4174,2588,0,91,251,340,306,179,1523,149,1165,506,47,3411,457,2137,2467,101,116,3966,300,1012,250,5028,412,289,1865,397,2067,57,106,85,5015,263,1341,106,331,310,3190
150,416,393,504,662,670,487,504,236,159,2077,1954,13,2321,1547,150,195,397,3439,2439,52,97,205,305,183,109,641,87,939,1032,0,1973,410,1716,1689,85,131,3072,220,739,364,3667,188,148,1714,202,1518,36,193,32,3280,751,1103,566,143,84,2135
151,346,364,310,409,290,177,126,0,15,1035,1002,0,1035,906,96,80,225,1732,1345,42,91,101,232,159,34,33,6,352,758,17,904,62,693,1243,35,4,1269,77,691,91,1946,25,76,992,156,723,16,35,14,1590,447,314,258,388,50,1027
152,264,429,152,84,325,522,389,343,109,1255,1362,3,1084,1481,49,59,120,2438,1744,6,6,15,12,51,14,769,69,387,234,0,1927,93,1508,923,15,78,1862,329,426,143,2474,137,65,1522,83,564,136,97,13,2600,17,570,33,34,28,1952
153,317,594,178,162,382,649,447,311,165,1682,1523,9,1386,1741,69,84,229,2892,2121,12,0,42,22,69,10,929,106,332,223,0,2544,87,1824,1144,17,133,2297,290,618,266,2939,232,54,1768,249,681,122,93,6,3158,47,275,102,25,37,2766
154,661,661,272,391,586,698,738,429,240,2477,2199,21,2253,2353,49,56,381,4239,2988,10,8,40,110,103,50,1367,114,615,272,17,3658,266,2415,1690,60,245,3345,531,800,322,4354,287,16,2394,329,1350,184,101,15,4602,74,697,76,0,38,3865
155,768,708,330,467,875,785,701,348,369,2665,2686,47,2394,2780,130,68,618,4665,3383,20,32,58,99,113,16,1630,192,841,441,0,3877,351,2663,2027,42,268,3880,288,1183,508,4843,475,69,2887,301,1261,181,127,50,5098,253,1245,69,0,203,3834
156,244,293,123,181,300,489,455,365,170,1350,1270,9,1366,1226,19,47,60,2513,1679,4,8,18,49,59,38,765,49,465,264,4,1838,134,1513,786,31,156,2049,165,406,331,2289,202,49,1247,122,632,183,119,66,2585,35,317,13,22,43,2225
157,733,753,353,528,896,718,529,497,238,2844,2401,49,2522,2639,35,89,480,4676,3195,0,56,71,167,162,75,1519,141,825,596,22,3661,148,2719,2145,21,212,3817,351,1077,410,4835,539,143,2705,273,1345,143,66,31,5130,115,1060,180,137,253,3615
158,320,570,226,176,562,382,334,241,156,1579,1388,0,1423,1440,104,63,355,2549,1886,7,14,68,51,27,21,893,78,423,515,0,1951,189,1425,1143,11,199,1968,223,776,180,2787,325,54,1532,228,677,95,56,0,2943,24,545,76,65,107,2174
159,1034,926,369,452,1322,1022,796,467,602,3620,3370,31,3252,3623,84,238,828,5924,4198,44,47,95,178,109,96,2223,166,722,466,24,5612,205,3616,2620,0,549,5088,437,1465,611,6379,469,107,3660,342,1870,290,211,41,6639,351,1085,115,115,203,5472
160,299,263,216,282,388,295,229,175,39,1074,1112,8,1188,955,35,15,332,1839,1199,7,11,23,59,108,51,728,15,311,222,0,1638,110,1072,920,33,51,1597,124,465,91,2095,323,51,977,127,532,51,90,35,2137,49,417,46,48,117,1558
161,1273,647,806,1165,1206,824,568,253,165,3300,3607,0,3593,3163,151,96,668,6143,3969,32,23,193,490,451,105,1644,136,1222,1166,0,4383,307,3143,3106,70,281,5137,437,1333,504,6403,534,128,3279,310,2169,124,275,88,6304,603,1220,120,808,367,4392
162,524,253,466,985,386,253,262,162,126,1807,1610,0,1986,1354,77,50,878,2489,1835,0,45,125,142,211,137,922,96,525,1152,23,1621,333,1332,1587,55,110,2725,143,549,219,3198,215,57,1408,114,1452,46,108,17,3227,190,1251,246,9,168,1743
163,693,318,868,1267,543,533,454,272,146,2620,2474,52,3089,1869,84,422,1042,3630,2765,0,115,87,201,290,178,1458,145,844,1229,0,2876,372,2247,2286,0,189,4100,346,648,432,4662,461,160,1972,499,1659,48,175,120,4661,433,1037,94,161,245,3557
164,720,392,990,1146,513,424,258,73,57,2292,2281,14,2861,1655,43,145,1253,3175,2458,45,147,271,231,238,249,934,78,754,1576,12,2153,244,1929,2260,49,91,3476,129,968,141,4432,215,153,1699,183,2116,83,102,22,4067,506,1548,204,399,52,2370
165,521,352,846,1031,485,456,427,117,78,1945,2368,15,2601,1621,76,148,609,3556,2250,32,80,200,259,228,86,1178,32,565,1391,0,2325,175,1621,2361,79,77,3423,311,579,172,4141,315,108,1693,348,1607,47,181,14,3883,430,1127,68,655,313,2150
166,220,284,112,237,268,315,173,146,94,962,887,26,961,833,29,36,252,1561,1133,15,21,8,60,48,7,557,18,265,61,0,1505,80,939,718,11,101,1340,141,368,132,1717,193,58,882,131,431,81,51,22,1777,72,278,50,29,111,1381
167,461,464,478,694,490,470,493,274,108,1887,2045,5,2261,1549,117,44,481,3407,2352,50,68,259,157,220,89,737,80,649,506,0,2697,329,1589,1905,14,95,3039,121,772,253,3679,254,229,1665,362,1268,57,81,16,3572,360,468,431,301,309,2423
168,439,445,474,414,591,377,382,150,29,1606,1695,30,1855,1356,60,12,446,2843,1976,56,102,95,243,150,112,567,59,760,703,0,1779,223,1452,1506,28,92,2425,122,754,207,3094,212,70,1413,179,1186,77,139,25,2841,460,584,427,148,122,2020
169,357,668,312,170,501,773,646,457,176,2202,1858,0,1637,2326,97,30,284,3746,2848,0,0,30,81,92,50,959,160,604,258,12,3026,184,2140,1512,14,210,2923,402,735,299,3761,186,69,2387,147,774,259,203,35,4019,41,499,35,84,121,3321
170,481,720,343,326,649,788,707,350,208,2547,2025,9,2128,2364,71,47,234,4291,2894,33,28,35,108,89,85,1300,156,900,297,0,3219,154,2456,1768,19,175,3185,350,1037,245,4327,226,63,2386,241,1211,272,143,30,4540,32,831,102,37,184,3418
171,427,422,1055,1061,769,536,315,165,140,2384,2506,15,3238,1531,106,252,1891,2747,2296,18,68,164,107,388,370,1479,172,934,1227,34,2523,432,1946,2228,149,135,3864,248,778,197,4693,289,80,1642,293,2246,225,97,18,4695,195,1400,230,20,298,2942
172,194,444,186,309,471,338,264,348,197,1480,1271,0,1236,1355,160,205,575,1971,1812,53,11,4,90,43,138,600,71,671,617,0,1392,338,1152,1081,22,158,2060,200,491,235,2516,133,74,1523,94,756,106,65,0,2689,62,775,333,60,103,1480
173,837,1157,468,504,1048,1211,1042,723,409,3810,3589,10,3365,3955,69,122,485,6792,5077,21,24,60,136,185,0,1896,179,1697,413,28,5082,148,4224,2644,77,306,5322,791,1286,590,6809,269,120,3996,215,2209,360,216,14,7196,203,1816,168,62,208,5145
174,571,738,195,303,662,751,508,324,155,2066,2141,25,1951,2165,66,47,381,3779,2651,0,35,52,98,77,43,1251,55,746,321,27,3058,105,2392,1596,18,96,2950,366,891,276,3931,379,116,2230,201,995,184,102,0,4058,149,886,37,13,165,3106
175,642,827,541,319,815,1157,874,421,206,2923,2879,6,2867,2800,129,54,442,5306,3658,0,67,76,139,146,49,1667,90,1157,351,0,4204,200,3343,2098,16,145,4234,356,1212,314,5488,272,122,2900,192,1864,312,125,15,5613,189,1287,121,0,188,4206
176,506,482,284,265,501,743,380,131,43,1699,1636,0,1791,1500,44,54,215,3066,1905,9,39,68,43,73,75,1123,45,410,171,17,2692,88,1726,1460,0,61,2282,298,755,150,3185,220,140,1534,131,1033,142,97,38,3219,116,556,100,0,86,2593
177,771,671,633,603,722,1070,843,264,168,2835,2910,11,3446,2231,57,40,448,5257,3190,22,52,150,267,217,138,1709,232,682,211,0,4620,214,3019,2307,0,205,4209,363,1173,400,5345,369,334,2266,377,2118,89,161,31,5690,55,751,303,81,130,4480
178,440,386,368,427,381,697,388,103,27,1499,1718,0,1853,1327,37,43,234,2940,1720,19,28,109,92,145,79,1025,18,516,95,16,2572,199,1712,1246,11,49,2380,284,553,175,3042,249,120,1353,178,1194,29,74,20,3173,44,381,134,40,167,2495
179,220,295,232,297,218,315,286,112,0,1077,898,7,1121,809,38,9,165,1801,1104,47,12,26,77,73,45,591,32,203,146,14,1580,230,842,865,26,12,1417,72,486,64,1911,66,91,823,55,824,25,87,4,1902,73,174,54,0,76,1671
180,328,258,570,693,407,497,193,136,17,1518,1581,0,2101,911,87,56,735,2308,1437,4,79,81,240,201,61,996,61,269,289,0,2480,299,1217,1471,55,57,2529,124,446,157,2942,214,118,965,168,1476,47,82,29,3040,59,356,124,52,140,2427
181,701,861,566,767,726,825,451,262,83,2513,2729,0,3052,1976,214,22,758,4462,2958,99,168,297,255,253,119,1093,97,772,1191,28,3154,351,2223,2440,87,141,3731,150,1361,320,4922,134,167,2171,156,2237,111,241,25,4531,711,399,288,846,364,3345
182,486,501,439,685,524,600,329,234,39,1927,1910,20,2124,1659,34,57,547,3233,2077,14,128,129,105,109,128,1147,135,508,706,10,2478,278,1854,1581,40,84,2917,197,723,162,3675,123,103,1690,162,1618,97,32,12,3698,139,1116,224,131,259,2107
183,1188,944,891,1137,1041,799,758,353,140,3680,3571,16,4149,2889,197,53,771,6427,4145,123,605,346,432,401,156,1043,132,1039,2103,71,3906,350,2889,3786,90,136,5215,190,1846,525,6726,237,209,3057,154,2948,230,329,87,5731,1520,1080,508,1511,312,3840
184,535,354,581,785,538,615,515,75,20,1943,2075,0,2560,1303,155,184,685,3149,2196,62,397,97,269,239,53,705,83,865,1108,11,1951,306,1750,1836,71,55,3192,192,634,359,3659,176,101,1445,148,1804,82,218,44,3302,716,561,380,433,155,2489
185,739,357,929,789,434,345,320,151,108,2360,1812,0,2413,1652,107,130,898,3144,2637,35,118,116,154,180,102,830,169,330,1715,30,1928,308,1445,2262,40,117,3423,65,684,311,3861,116,116,1755,106,1947,24,101,7,3661,511,1244,475,448,43,1962
186,1460,683,956,1559,989,539,335,120,84,3062,3663,0,3777,2755,193,315,1957,4453,3953,112,276,483,669,219,221,792,45,1000,2416,18,3246,439,2548,3464,98,176,4962,225,1538,305,6420,225,239,2948,194,2699,103,253,64,5488,1237,1216,933,1178,160,3238
187,388,115,419,655,509,141,150,55,7,1225,1214,0,1586,802,51,125,624,1690,1185,7,0,29,186,150,129,753,47,246,854,0,1292,93,1208,1017,56,65,2019,172,248,111,2328,122,67,866,75,1198,45,43,23,2282,157,1131,448,74,21,765
188,595,306,723,878,615,342,116,57,26,2035,1623,32,2134,1358,134,98,1152,2408,1820,0,34,161,208,159,194,1082,32,562,835,0,2229,210,1654,1740,29,25,2854,113,691,127,3531,241,98,1494,202,1463,82,57,21,3486,172,1599,462,76,166,1355
189,858,378,233,768,616,491,135,145,147,1977,1794,0,1746,1886,139,61,874,2836,2388,27,96,234,89,209,68,660,61,783,932,10,1985,273,1614,1652,92,140,2624,215,932,299,3472,101,99,2000,108,1343,20,71,29,3301,470,1644,723,147,57,1200
190,635,332,341,756,622,127,109,83,9,1473,1541,12,1564,1414,24,84,800,2130,1722,0,30,110,208,175,78,691,107,500,892,0,1515,162,1270,1493,19,70,2063,198,753,138,2876,144,91,1434,95,1173,41,15,21,2908,106,1400,278,0,217,1119
191,641,955,567,504,851,1159,511,235,19,2778,2664,16,3173,2217,36,117,618,4707,2974,11,71,79,162,221,89,1835,133,1234,381,5,3689,104,3051,2191,25,71,3753,197,1492,258,5184,519,170,2227,329,1909,168,96,24,5366,76,1999,145,80,264,2954
192,770,818,475,550,759,1046,598,279,118,2675,2738,0,2787,2539,87,42,376,4995,3271,16,60,64,149,182,43,1628,102,633,399,0,4279,200,2778,2186,59,190,3806,344,1263,361,5052,321,216,2606,202,1707,164,172,25,5280,133,1077,208,40,204,3884
193,128,153,67,117,161,229,201,72,19,540,607,0,598,518,31,9,56,1082,703,0,10,31,64,19,17,303,25,153,84,0,885,54,645,413,3,32,875,95,177,53,1094,72,51,528,65,359,34,22,16,1130,17,206,164,0,37,740
194,964,819,1024,894,789,876,551,344,90,3186,3165,7,3536,2531,277,48,899,5404,3568,123,348,495,399,251,101,1066,121,1338,1224,16,3652,421,2484,3229,89,128,4613,242,1496,442,5909,300,83,2796,442,2456,119,115,40,5350,1001,573,1421,454,160,3743
195,1027,620,636,1117,975,947,879,586,385,3866,3306,28,3718,3197,229,112,915,6145,4130,43,80,89,410,282,239,1899,153,867,343,0,5809,661,3323,2977,8,203,5654,368,1150,739,6433,414,296,3413,242,2492,138,127,50,6941,231,824,601,12,645,5090
196,195,296,153,148,333,418,356,283,71,1117,1136,12,1131,1047,63,6,194,2053,1486,8,10,9,57,25,20,638,72,289,13,21,1858,87,1254,830,19,63,1672,90,491,187,2066,92,55,1080,122,657,115,115,17,2199,54,211,109,0,67,1866
197,400,549,236,260,418,606,413,345,55,1641,1641,0,1646,1572,64,25,192,3065,2030,8,9,26,25,86,17,1081,63,363,58,8,2790,144,1879,1202,11,46,2247,269,766,161,3121,174,51,1612,149,1046,101,124,25,3169,113,311,0,0,80,2891
198,654,1159,452,503,823,1083,1006,463,113,3072,3184,41,3150,3011,54,4,500,5752,3975,19,75,58,133,245,143,1608,121,860,174,37,5064,180,3455,2473,39,109,4391,330,1535,360,5896,332,180,3050,314,1766,308,262,44,6138,118,1038,152,13,233,4820
199,742,563,654,852,817,634,232,223,99,2678,2138,16,2682,2082,36,88,1020,3708,2713,30,23,99,249,234,163,1305,155,632,950,7,3072,399,1968,2377,25,47,3350,347,1119,246,4570,341,169,2116,218,1632,113,172,55,4510,306,1225,264,247,213,2867
200,728,708,1177,678,758,802,828,323,283,3282,3003,16,3517,2615,137,81,1295,4909,3832,50,100,120,309,263,41,1570,250,697,315,119,4904,448,2483,3016,76,262,4596,439,1250,716,5569,350,100,2716,315,2479,129,196,0,6059,226,583,749,110,266,4577
201,676,593,304,537,702,811,778,328,86,2433,2382,0,2609,2065,141,56,366,4393,2767,0,6,122,137,136,111,1536,96,676,139,47,3857,346,2590,1766,12,101,3601,307,907,283,4532,316,141,2198,253,1418,234,228,27,4715,100,547,179,51,154,3884
202,371,160,377,429,486,568,495,253,136,1850,1425,0,1981,1176,118,73,497,2705,1663,17,27,73,65,297,158,975,103,364,184,17,2607,468,1408,1160,89,150,2718,178,379,209,3066,278,111,1277,167,1169,112,150,11,3218,57,371,135,15,147,2607
203,529,299,556,472,527,579,328,188,124,1888,1714,0,1979,1563,60,0,509,3093,2181,0,169,148,194,255,106,549,133,531,525,17,2396,293,1616,1516,56,121,2742,131,729,298,3304,130,110,1616,138,1251,93,213,51,3085,517,289,563,62,441,2247
204,318,256,457,471,286,221,234,140,20,1188,1215,11,1410,917,65,59,675,1669,1426,10,96,143,91,160,64,413,44,325,488,0,1546,285,802,1213,51,52,1838,42,523,246,2157,75,77,987,129,1018,40,69,8,2051,352,320,295,141,189,1458
205,295,225,491,866,557,418,424,293,200,1998,1771,0,2415,1322,32,21,932,2816,1870,0,25,103,201,226,138,1206,86,535,467,22,2659,359,1579,1586,124,121,3148,145,476,377,3392,201,100,1322,226,1734,51,135,0,3631,138,475,183,52,136,2923
206,392,177,652,836,574,579,590,283,223,2213,2093,42,2668,1587,9,122,1367,2817,2002,0,40,67,168,223,215,1591,49,655,246,0,3356,363,2014,1687,90,152,3786,183,337,328,3978,235,105,1621,132,1846,211,128,28,4147,159,443,191,6,61,3605
207,642,310,409,694,781,657,602,562,164,2591,2230,41,2782,1931,67,35,472,4314,2476,40,55,128,161,140,238,1583,87,765,340,9,3620,532,2188,1850,0,251,3809,285,727,264,4557,435,149,2010,195,1706,84,215,27,4691,130,534,127,47,294,3819
208,811,539,781,914,650,495,253,130,42,2347,2268,0,2578,1878,159,180,797,3638,2797,0,255,283,292,285,123,580,81,977,905,74,2578,444,1573,2382,93,123,3271,217,1127,189,4426,172,146,1997,196,1931,7,137,29,3825,790,423,1276,222,136,2558
209,323,304,357,656,471,490,464,314,110,1856,1633,10,2146,1312,21,27,570,2892,1731,8,37,58,147,390,117,1001,43,277,114,7,3048,405,1491,1381,43,169,2771,82,636,195,3294,262,139,1309,167,1273,106,133,100,3449,40,286,95,55,167,2886
210,326,365,96,171,382,374,287,216,75,1134,1158,0,1116,1113,63,17,169,2106,1428,6,3,19,57,43,46,690,55,275,86,0,1876,43,1299,881,11,58,1596,136,560,188,2104,119,41,1163,95,729,53,81,11,2268,24,274,19,9,92,1898
211,1845,1066,1866,2325,1480,849,644,146,8,4971,5258,108,6023,3793,305,167,2909,7153,5057,29,354,329,806,685,421,2548,138,1878,2794,98,5321,579,4096,5216,150,188,7597,580,2052,554,9675,525,174,4168,695,4188,201,167,111,9240,989,3882,2007,97,238,4005
212,346,467,261,408,435,542,351,113,18,1417,1524,13,1743,1158,27,0,236,2705,1575,25,24,84,78,129,79,947,116,484,368,0,1973,164,1552,1170,26,29,2126,101,714,130,2811,162,115,1187,208,1131,33,75,30,2873,68,615,25,25,113,2163
