,a.0.9,a.10.19,a.20.29,a.30.39,a.40.49,a.50.59,a.60.69,a.70.79,a.80.89,f,m,armed.forces,civilian.employed,not.in.labor.force,unemployed,abroad.house,diff.us.house,same.house,i.0.9999,i.10000.14999,i.15000.24999,i.25000.34999,i.35000.49999,i.50000.64999,i.65000.74999,i.75000.99999,abroad.born,naturalization,not.citizen,puerto.rico.born,us.born,divorced,married,never,separated,widowed,no.schooling,private,public,with.disability,without.disability,federal,local,not.working,private.no.profit,private.profit,self.employed.corp,self.employed.no.corp,state,with.insurance,without.insurance,asian,black,other,two,white
101,600,462,803,871,800,535,348,195,72,2290,2396,11,2809,1649,217,130,600,3956,2446,73,344,336,480,122,211,674,51,821,1451,18,2345,375,1620,2447,143,101,3612,144,930,265,4421,262,90,1877,390,1766,57,235,9,3919,767,946,340,858,155,2387
102,392,231,405,445,325,504,368,195,72,1399,1538,5,1675,1218,39,42,210,2685,1763,12,85,126,166,91,70,624,66,852,292,8,1719,210,1291,1320,65,51,2282,196,459,137,2800,202,116,1262,123,987,67,142,38,2697,240,847,155,131,133,1671
103,764,522,1007,1172,393,384,313,88,129,2007,2765,34,2825,1813,100,209,599,3964,2655,109,646,357,277,173,59,496,83,935,1806,23,1925,175,1223,3104,80,190,3726,205,841,289,4483,163,68,1947,166,2102,92,200,34,3128,1644,619,438,1579,334,1802
104,335,380,386,361,480,575,485,191,254,1795,1652,0,1721,1618,108,90,217,3140,2316,6,73,134,153,135,76,554,55,783,486,15,2108,198,1615,1477,21,136,2545,186,716,391,3056,299,119,1726,97,893,124,189,0,3207,240,1028,157,59,152,2051
105,214,104,238,233,188,288,211,155,70,817,884,15,1003,670,13,18,168,1515,895,29,37,7,61,161,45,466,43,373,70,10,1205,84,908,654,14,41,1318,47,336,100,1601,123,67,698,90,553,78,54,38,1657,44,234,49,75,42,1301
106,274,277,175,418,323,444,403,112,232,1336,1322,14,1337,1204,103,15,336,2307,1563,21,70,114,101,194,70,525,38,497,110,0,2013,233,1209,1019,20,177,2035,107,516,236,2422,191,78,1321,177,678,57,125,31,2274,384,371,107,93,78,2009
107,277,282,158,299,291,327,379,227,82,1205,1117,4,1220,1073,25,0,77,2245,1545,7,16,22,106,74,51,501,27,425,215,0,1655,191,1177,826,7,121,1818,106,398,164,2158,154,42,1102,130,632,25,191,46,2157,165,250,92,221,186,1573
108,122,232,141,79,271,250,312,139,98,805,839,4,776,850,14,0,109,1535,1086,4,20,42,39,46,7,400,25,224,153,15,1227,74,907,562,19,82,1233,165,246,95,1549,141,21,868,67,392,81,55,19,1594,50,124,49,18,24,1429
109,233,396,211,266,476,445,256,144,83,1272,1238,10,1351,1090,59,22,155,2333,1518,0,71,36,62,126,48,649,106,377,215,44,1768,172,1129,1079,43,87,1918,209,383,164,2346,186,74,1159,152,725,88,79,47,2425,85,352,52,4,120,1982
110,535,262,534,738,430,206,229,191,124,1625,1624,9,1732,1443,65,24,140,3085,2200,10,311,174,191,116,16,231,43,514,1284,11,1397,97,988,1956,44,164,2556,114,579,167,3082,144,69,1517,122,1318,23,45,11,2188,1061,506,159,867,35,1682
111,770,449,549,1119,660,671,562,367,180,2766,2561,11,2896,2331,89,26,459,4842,3440,28,202,149,396,152,227,733,34,1626,969,0,2698,581,1900,2370,213,263,4445,142,740,555,4772,297,81,2431,316,1852,60,164,126,4742,585,1301,444,289,246,3047
112,752,421,698,843,675,580,541,350,399,2453,2806,27,2797,2359,76,61,750,4448,3206,79,457,298,236,290,149,544,20,1009,1413,17,2800,367,2053,2474,0,365,4120,208,931,593,4666,252,128,2462,227,1943,141,60,46,4210,1049,688,574,639,147,3211
113,1651,816,969,1074,949,292,183,39,58,2802,3229,7,2455,3439,130,351,543,5137,4733,42,234,451,191,84,104,192,102,549,2852,46,2482,115,1617,4142,115,42,4182,138,1711,205,5826,47,65,3576,142,1943,53,190,15,3592,2439,484,94,2466,430,2557
114,246,385,499,307,350,341,377,129,40,1241,1433,10,1516,994,154,67,192,2415,1885,10,115,68,151,89,85,271,72,842,627,7,1126,161,1206,1182,48,77,2157,92,425,276,2398,99,77,1158,144,988,83,117,8,1983,691,491,286,263,75,1559
115,446,308,551,496,345,599,439,351,148,1841,1842,16,1703,1892,72,64,219,3400,2330,37,118,80,274,228,103,513,75,753,662,5,2188,242,1708,1528,58,147,3015,231,437,506,3177,297,97,1980,164,946,75,94,30,3104,579,718,225,431,350,1959
116,540,669,861,901,771,679,550,245,183,2773,2626,43,2965,2257,134,77,924,4398,3117,149,193,296,282,224,201,937,148,805,968,89,3389,446,1983,2771,11,188,4033,469,897,476,4923,460,223,2434,203,1852,34,108,85,4639,760,923,800,247,235,3194
117,383,230,476,423,298,446,295,245,289,1695,1390,27,1671,1336,51,9,181,2895,1918,14,25,171,119,136,133,569,83,695,384,0,1923,257,1116,1376,35,301,2489,118,478,425,2660,215,139,1414,139,1019,12,108,39,2946,139,751,466,102,174,1592
118,774,516,704,976,801,679,767,257,92,2820,2746,28,3127,2268,143,67,266,5233,3262,58,170,506,491,173,71,835,37,1346,1423,0,2760,342,2302,2626,67,229,4162,138,1266,362,5204,294,148,2439,469,1712,81,409,14,4745,821,1085,676,586,225,2994
119,406,191,531,429,667,506,348,262,311,1864,1787,0,1973,1627,51,0,570,3081,2389,0,55,179,170,115,87,656,67,1181,404,12,1987,273,1598,1479,62,239,2733,240,678,402,3249,99,144,1678,32,1341,149,192,16,3025,626,1214,125,245,35,2032
120,839,1393,841,970,1099,982,655,331,138,3725,3523,21,4018,2904,305,0,1062,6186,4669,300,248,379,459,394,68,731,143,1832,2480,31,2762,444,2694,3710,227,173,4499,319,2430,453,6795,261,311,3230,377,2884,29,21,135,5093,2155,1682,659,1065,412,3430
121,341,405,451,562,456,500,398,171,70,1637,1717,0,1855,1403,96,82,362,2910,2024,0,225,214,311,177,153,250,48,916,987,15,1388,327,977,1826,86,138,2598,113,643,345,3009,102,166,1499,198,1191,78,85,35,2454,900,912,247,834,146,1215
122,777,832,882,943,771,580,388,53,77,2512,2791,0,3012,2085,206,93,1267,3943,3286,73,388,670,484,157,87,158,122,914,1968,0,2299,432,1723,2780,271,97,3914,136,1253,203,5100,87,92,2291,196,2248,44,331,14,3843,1460,985,113,1345,196,2664
123,1043,745,955,971,1145,909,639,668,266,3909,3432,15,4032,3150,144,115,489,6737,4472,43,320,412,499,612,108,875,74,1610,1367,29,4261,635,2958,3427,82,239,5350,176,1815,468,6873,311,300,3309,469,2546,60,279,67,6183,1158,1607,629,628,821,3656
124,389,395,524,506,559,466,593,158,130,1864,1856,0,2060,1604,56,11,208,3501,2406,17,134,79,237,165,65,617,113,917,327,21,2342,315,1685,1476,108,136,2772,217,731,226,3494,150,107,1660,277,1213,107,169,37,3501,219,1078,218,41,147,2236
125,1080,486,902,1135,749,728,500,186,17,2802,2981,9,3204,2376,194,248,1217,4318,3663,151,375,469,475,226,52,372,47,1554,2008,34,2140,362,1864,3221,192,144,4138,377,1268,419,5364,110,63,2579,347,2245,162,235,42,4393,1390,788,2033,409,220,2333
126,1118,903,1001,1510,1192,1218,615,398,36,3877,4114,184,4877,2805,125,68,923,7000,3986,87,847,438,454,478,389,1312,145,1535,1696,21,4594,633,3022,3996,234,106,6422,263,1306,351,7640,669,199,3114,354,3076,152,371,56,6376,1615,1251,2027,109,734,3870
127,1056,627,621,794,951,504,457,290,112,3036,2376,0,2604,2609,199,53,734,4625,3952,9,222,130,306,90,49,654,76,1184,1150,18,2984,376,1777,2934,143,182,3873,227,1312,315,5097,243,106,2808,163,1874,98,115,5,4310,1102,790,1402,1082,168,1970
128,627,482,619,1262,677,873,652,320,174,3141,2545,0,2914,2609,163,150,767,4769,3782,11,94,114,486,239,122,838,91,1445,1780,20,2350,480,2130,2706,182,188,4337,459,890,452,5234,366,183,2772,313,1769,69,189,25,4393,1293,1044,1477,85,223,2857
129,129,161,235,467,359,443,533,270,258,1551,1304,0,1451,1356,48,59,169,2627,1806,0,41,140,187,127,64,490,113,994,449,40,1259,275,965,1183,36,396,2449,135,271,384,2471,292,84,1404,159,725,56,127,8,2546,309,178,928,24,190,1535
130,569,653,220,289,813,764,517,394,134,2206,2147,33,2081,2110,129,51,210,4092,2878,0,30,42,79,81,48,1195,63,879,322,8,3081,99,2512,1577,43,122,3045,413,895,360,3993,243,140,2272,184,1192,140,146,36,4232,121,980,80,40,187,3066
131,531,601,361,357,451,757,648,311,141,2068,2090,0,1933,2174,51,104,422,3632,2700,0,38,93,81,39,56,1151,116,600,178,0,3264,133,2228,1728,0,69,2972,421,765,306,3852,347,64,2225,173,1005,160,162,22,4074,84,406,42,26,197,3487
132,421,489,185,209,460,558,261,291,87,1518,1443,19,1456,1442,44,0,235,2726,1947,9,6,61,54,68,17,799,48,352,120,6,2435,84,1615,1165,11,86,2013,259,689,128,2833,174,66,1505,153,847,86,85,45,2899,62,325,32,29,97,2478
133,716,555,651,573,804,618,752,363,149,2469,2712,29,2727,2308,117,151,439,4591,3034,22,43,149,156,152,130,1495,187,1008,606,8,3372,358,2469,2083,62,209,3923,422,836,485,4696,390,178,2454,204,1671,85,191,8,4930,251,1365,277,12,369,3158
134,322,377,236,157,394,391,415,214,86,1275,1317,24,1109,1407,52,45,194,2353,1835,6,42,19,44,55,16,575,39,637,331,6,1579,103,1371,1011,28,79,1765,270,557,163,2429,118,40,1483,104,703,75,57,12,2536,56,564,28,27,197,1776
135,830,1212,992,1201,1098,1059,839,206,197,4029,3605,0,4049,3389,196,515,667,6452,4639,19,77,141,384,382,119,1873,161,1257,1850,51,4315,367,3499,3494,126,148,5042,423,2169,510,7124,572,152,3585,360,2467,206,231,61,6940,694,2036,607,1,357,4633
136,546,589,238,403,651,604,422,177,365,2069,1926,6,1946,1993,50,119,204,3672,2427,13,36,51,74,99,80,1215,56,635,93,0,3211,160,2085,1507,25,218,2959,150,886,350,3645,472,94,2049,308,862,55,140,15,3815,180,605,181,107,186,2916
137,558,405,394,428,553,652,279,141,121,1730,1801,14,1805,1676,36,0,328,3203,2118,26,147,144,99,116,101,780,52,753,667,46,2013,86,1713,1472,39,221,2570,194,767,289,3242,224,107,1726,184,1069,79,115,27,3220,311,563,215,75,168,2510
138,691,726,284,503,774,765,408,316,147,2257,2357,30,2311,2140,133,0,542,4072,2918,55,17,71,109,82,123,1239,79,578,174,9,3774,331,2176,1896,35,176,3354,214,1046,297,4317,210,186,2303,253,1299,173,161,29,4431,183,768,100,26,222,3498
139,344,524,394,262,409,748,262,196,97,1707,1529,0,1747,1426,63,72,418,2746,1954,60,17,167,48,78,65,847,85,328,158,0,2665,186,1573,1318,69,90,2382,281,573,171,3065,175,190,1489,138,1000,191,53,0,3047,189,332,0,5,316,2583
140,318,446,108,231,405,439,299,132,143,1282,1239,5,1216,1283,17,49,253,2219,1606,0,32,17,72,55,25,714,62,388,116,11,1944,128,1280,979,7,127,1796,97,628,165,2356,143,42,1305,132,696,107,96,0,2460,61,314,0,34,97,2076
141,364,439,261,186,397,448,281,109,101,1323,1263,15,1398,1130,43,28,292,2266,1657,0,14,42,107,47,56,663,110,302,88,6,2080,142,1189,1162,5,88,1782,161,643,137,2449,159,148,1188,138,659,98,176,20,2475,111,277,133,0,205,1971
142,943,1249,451,662,1086,1115,903,607,173,3541,3648,20,3358,3710,101,67,832,6290,4753,27,136,128,252,161,78,1654,236,918,693,48,5294,384,3414,3051,88,252,5095,386,1708,482,6707,562,140,3831,311,1923,156,216,50,6942,247,1181,143,363,293,5209
143,477,813,277,374,528,926,664,425,138,2337,2285,26,2091,2488,17,15,440,4167,3135,0,75,40,25,57,57,1233,86,572,135,0,3829,118,2762,1632,0,110,3239,348,1035,224,4398,308,121,2531,169,1016,275,202,0,4558,64,603,234,0,200,3585
144,828,759,684,1341,1034,810,596,178,128,3246,3112,0,3721,2516,121,318,847,5193,3696,17,157,30,196,300,282,1680,152,1387,1663,0,3156,419,3083,2650,40,166,4647,507,1204,425,5933,618,166,2637,104,2312,154,347,20,6107,251,2249,661,32,468,2948
145,804,1008,736,974,1155,1077,627,340,130,3623,3228,12,3809,2819,211,133,1092,5626,3762,51,137,257,205,297,158,1984,134,1448,765,51,4453,413,3427,2774,23,214,4939,384,1528,489,6362,764,197,3042,498,1914,138,150,148,6643,208,1682,506,15,280,4368
146,1263,813,1225,1657,1375,761,447,338,241,3663,4457,46,4247,3685,142,429,1277,6414,4894,0,32,136,516,626,305,1611,147,1406,2435,0,4132,420,3735,3860,59,46,5914,397,1809,453,7667,393,192,3873,664,2541,44,285,128,7396,724,2444,700,62,868,4046
147,278,232,2084,1689,532,406,211,126,34,2578,3014,28,4344,1180,40,282,1829,3481,2155,44,144,259,338,626,265,1761,82,877,1462,73,3098,454,1639,3338,130,31,4621,298,673,193,5399,431,145,1248,741,2874,44,38,71,5149,443,1876,321,393,310,2692
148,768,549,1136,1167,903,794,662,265,74,3132,3186,100,3708,2408,102,335,1134,4849,3455,41,77,204,368,506,182,1485,158,1342,1518,0,3300,454,2872,2845,23,124,4718,423,1177,428,5890,518,86,2610,455,2297,125,108,119,5527,791,2432,508,224,349,2805
149,203,214,195,299,203,189,135,56,41,826,709,8,896,620,11,21,284,1230,855,0,4,18,32,121,75,430,0,259,216,7,1053,212,545,734,22,22,1088,82,365,139,1396,65,77,639,104,531,15,79,25,1433,102,284,134,53,17,1047
150,526,539,920,1107,558,582,775,186,85,2601,2677,19,3421,1710,128,99,998,4181,2685,0,86,246,350,318,166,1427,149,1189,483,54,3403,479,2108,2507,80,104,3967,301,1010,246,5032,424,297,1857,439,2031,50,103,77,5002,276,1377,108,328,329,3136
151,419,395,513,655,697,477,514,217,144,2094,1937,13,2299,1560,159,215,404,3412,2484,47,102,216,305,185,105,587,72,971,1078,0,1910,447,1682,1691,93,118,3054,231,746,359,3672,190,151,1732,222,1497,30,177,32,3248,783,1178,549,138,93,2073
152,357,388,304,411,291,160,109,0,17,1019,1018,0,1006,933,98,81,219,1737,1368,40,93,78,253,147,30,28,10,334,773,21,899,52,671,1270,38,6,1240,76,721,91,1946,18,64,1031,159,718,13,26,8,1560,477,296,284,408,44,1005
153,249,415,160,80,344,501,413,347,108,1281,1336,4,1077,1491,45,56,121,2440,1782,8,5,12,11,55,12,732,64,363,228,0,1962,93,1539,894,15,76,1885,334,398,110,2507,146,62,1540,75,543,141,97,13,2601,16,560,23,39,22,1973
154,312,603,179,163,391,643,460,300,154,1648,1557,8,1398,1735,64,78,217,2910,2179,10,0,34,16,68,8,890,117,339,179,0,2570,92,1820,1148,18,127,2295,307,603,251,2954,237,46,1807,235,651,124,96,9,3154,51,247,81,20,39,2818
155,670,682,267,355,611,649,761,450,231,2476,2200,17,2183,2424,52,57,353,4266,3096,12,11,30,99,82,52,1294,105,542,273,19,3737,258,2425,1695,58,240,3353,553,770,282,4394,265,15,2493,320,1282,185,102,14,4616,60,647,78,0,36,3915
156,796,708,323,419,902,767,726,312,398,2639,2712,36,2360,2845,110,89,600,4662,3530,12,24,49,77,99,13,1547,193,833,471,0,3854,334,2620,2059,47,291,3877,292,1182,497,4854,485,56,2991,297,1179,182,117,44,5083,268,1303,69,0,204,3775
157,251,303,127,196,319,455,465,355,149,1315,1305,8,1358,1235,19,52,59,2509,1723,3,10,20,50,65,30,719,39,484,290,3,1804,120,1523,799,31,147,2033,179,408,314,2306,190,45,1262,126,613,190,132,62,2592,28,311,12,22,41,2234
158,726,803,340,499,918,676,544,497,242,2775,2470,50,2430,2729,36,93,448,4704,3337,0,52,53,128,149,74,1452,138,810,623,21,3653,143,2706,2176,20,200,3795,358,1092,397,4848,567,125,2815,266,1246,120,67,39,5120,125,1090,170,137,238,3610
159,337,544,209,175,612,375,305,253,157,1577,1390,0,1400,1451,116,63,338,2566,1941,6,13,54,32,31,36,854,72,428,529,0,1938,198,1423,1123,7,216,1970,237,760,187,2780,331,61,1567,207,652,96,53,0,2941,26,540,75,61,106,2185
160,991,982,333,428,1322,979,834,452,669,3651,3339,23,3163,3733,71,238,769,5983,4445,33,31,82,136,91,81,2091,143,697,468,19,5663,184,3600,2620,0,586,5097,449,1444,655,6335,447,95,3827,346,1755,285,204,31,6653,337,1082,112,98,180,5518
161,299,261,226,268,399,299,232,156,46,1067,1119,4,1193,960,29,19,324,1843,1227,8,13,21,37,100,64,716,19,307,222,0,1638,86,1086,932,32,50,1616,114,456,85,2101,348,44,993,140,475,51,92,43,2135,51,423,47,42,111,1563
162,1273,618,826,1195,1214,797,568,253,163,3204,3703,0,3591,3174,142,89,643,6175,4077,29,20,187,487,461,105,1541,139,1237,1180,0,4351,319,3100,3125,69,294,5169,443,1295,518,6389,528,129,3316,317,2139,132,276,70,6276,631,1212,111,835,360,4389
163,532,224,519,1025,378,242,248,147,102,1821,1596,0,2037,1309,71,37,895,2485,1856,0,38,129,157,221,136,880,80,528,1219,17,1573,332,1307,1623,50,105,2744,137,536,208,3209,209,68,1380,110,1486,45,101,18,3215,202,1292,232,11,182,1700
164,681,332,886,1282,579,513,467,237,117,2624,2470,52,3136,1826,80,461,1023,3610,2767,0,123,83,199,320,175,1427,143,894,1285,0,2772,390,2164,2350,0,190,4106,350,638,412,4682,461,162,1958,535,1636,45,179,118,4648,446,1084,89,153,237,3531
165,722,386,1035,1146,493,436,243,65,47,2295,2278,9,2882,1629,53,155,1223,3195,2557,44,152,275,241,222,245,837,75,759,1690,15,2034,252,1898,2294,39,90,3458,125,990,119,4454,196,161,1691,176,2155,75,96,23,4053,520,1609,199,435,49,2281
166,506,339,882,1063,462,441,431,112,77,1898,2415,14,2613,1615,71,145,605,3563,2258,29,77,200,278,221,94,1156,28,538,1507,0,2240,203,1559,2390,92,69,3441,313,559,171,4142,313,111,1700,334,1611,53,175,16,3859,454,1180,60,689,303,2081
167,225,282,108,247,250,330,175,144,88,957,892,25,963,837,24,29,216,1604,1170,14,23,13,55,42,9,523,28,254,58,0,1509,80,935,728,17,89,1325,155,369,129,1720,175,56,886,151,418,87,58,18,1774,75,265,52,28,112,1392
168,474,469,523,678,475,446,503,269,95,1858,2074,7,2198,1614,113,37,464,3431,2458,32,60,248,159,228,73,674,73,651,502,0,2706,332,1544,1944,16,96,3013,114,805,248,3684,245,229,1734,372,1216,53,71,12,3563,369,471,424,321,323,2393
169,429,430,475,439,601,392,378,129,28,1603,1698,31,1876,1342,52,10,433,2858,2041,46,107,99,230,154,110,514,57,783,728,0,1733,215,1457,1512,30,87,2450,115,736,198,3103,202,78,1425,180,1178,78,137,23,2808,493,570,412,146,120,2053
170,345,664,300,141,522,800,665,450,173,2172,1888,0,1608,2359,93,28,238,3794,2952,0,0,32,69,77,36,894,169,585,258,9,3039,171,2156,1488,21,224,2938,411,711,285,3775,160,47,2452,134,720,281,219,47,4021,39,490,29,91,114,3336
171,461,727,320,288,658,826,726,351,215,2524,2048,8,2096,2408,60,61,206,4305,3006,31,25,32,94,77,67,1240,158,904,278,0,3232,144,2518,1709,20,181,3206,360,1006,240,4332,234,49,2476,230,1114,300,145,24,4543,29,839,90,28,168,3447
172,405,429,1117,1066,771,513,290,152,147,2350,2540,16,3233,1517,124,260,1968,2662,2341,18,62,149,104,389,376,1451,148,977,1269,31,2465,449,1875,2269,152,145,3880,248,762,207,4683,265,68,1657,291,2271,239,82,17,4687,203,1422,224,20,319,2905
173,174,427,191,304,447,315,288,389,216,1485,1266,0,1171,1400,180,217,573,1961,1889,39,8,3,86,45,137,544,55,695,635,0,1366,377,1097,1087,24,166,2098,198,455,264,2487,134,64,1580,86,710,110,67,0,2692,59,764,343,57,102,1485
174,800,1188,486,472,1048,1202,1027,734,442,3782,3617,10,3288,4038,63,119,436,6844,5247,17,21,56,114,172,0,1772,182,1734,406,29,5048,124,4195,2657,82,341,5271,842,1286,591,6808,229,114,4111,217,2141,369,209,9,7205,194,1874,144,71,223,5087
175,542,797,186,282,689,708,531,313,159,2035,2172,21,1874,2245,67,42,364,3801,2784,0,37,49,90,65,36,1146,50,784,284,31,3058,77,2419,1600,16,95,2896,384,927,275,3932,350,99,2333,198,950,184,93,0,4054,153,926,33,10,160,3078
176,620,896,545,306,799,1143,873,416,204,2910,2892,9,2810,2852,131,46,423,5333,3828,0,64,68,127,117,41,1557,88,1140,335,0,4239,190,3340,2119,16,137,4194,362,1246,283,5519,252,120,2992,170,1801,329,126,12,5603,199,1288,106,0,190,4218
177,484,526,283,251,531,720,402,110,28,1699,1636,0,1774,1514,47,56,187,3092,2031,12,44,63,38,70,64,1013,41,406,166,17,2705,80,1752,1443,0,60,2256,300,779,130,3205,191,128,1561,135,1028,141,98,53,3208,127,584,90,0,64,2597
178,755,715,632,579,709,1061,878,264,152,2828,2917,10,3375,2290,70,44,390,5311,3385,19,35,165,244,211,108,1578,212,669,200,0,4664,204,3021,2311,0,209,4162,395,1188,394,5351,374,313,2370,370,2047,82,154,35,5700,45,730,306,79,130,4500
179,406,398,392,413,383,704,392,105,24,1483,1734,0,1830,1345,42,48,212,2957,1822,14,30,108,80,117,72,974,18,525,82,12,2580,201,1724,1246,8,38,2394,295,528,165,3052,228,109,1387,204,1186,24,69,10,3173,44,381,122,34,149,2531
180,219,289,216,288,234,322,300,107,0,1070,905,11,1142,788,34,6,151,1818,1137,47,10,20,60,81,48,572,29,209,126,13,1598,223,860,861,21,10,1441,68,466,65,1910,75,78,833,54,810,29,91,5,1904,71,160,52,0,79,1684
181,351,235,584,675,435,492,188,124,15,1497,1602,0,2134,874,91,54,770,2275,1494,6,67,79,215,188,65,985,54,262,294,0,2489,331,1164,1504,54,46,2542,122,435,188,2911,192,121,965,183,1465,46,93,34,3047,52,341,107,41,125,2485
182,686,876,598,760,726,842,456,229,69,2541,2701,0,3099,1907,236,12,754,4476,3053,106,159,288,274,241,115,1006,88,729,1228,36,3161,364,2231,2426,92,129,3754,139,1349,294,4948,144,177,2143,156,2260,102,235,25,4532,710,377,275,859,361,3370
183,473,541,449,679,542,604,311,204,34,1901,1936,14,2116,1673,34,49,525,3263,2169,15,126,145,95,96,107,1084,125,459,732,7,2514,307,1832,1589,43,66,2901,188,748,184,3653,114,109,1721,146,1602,102,33,10,3682,155,1105,224,136,259,2113
184,1189,1007,889,1138,1049,770,765,321,123,3687,3564,8,4175,2880,188,55,716,6480,4254,123,613,352,431,378,160,940,138,1029,2170,70,3844,362,2840,3833,83,133,5187,197,1867,498,6753,204,194,3076,144,2981,225,347,80,5692,1559,1083,517,1541,329,3781
185,515,353,588,846,519,585,533,64,15,1969,2049,0,2571,1285,162,187,689,3142,2278,48,408,93,281,233,43,634,80,860,1177,20,1881,311,1753,1834,71,49,3220,176,622,350,3668,168,103,1447,145,1820,79,207,49,3260,758,552,409,460,148,2449
186,724,366,958,770,463,337,310,145,99,2333,1839,0,2415,1649,108,127,907,3138,2713,34,108,118,163,161,98,777,154,327,1792,34,1865,316,1409,2306,36,105,3421,64,687,309,3863,114,109,1757,113,1941,25,104,9,3630,542,1288,496,472,31,1885
187,1460,678,975,1582,1016,508,311,114,81,2991,3734,0,3757,2768,200,328,2026,4371,4034,116,281,495,663,194,225,717,40,993,2505,16,3171,458,2505,3487,99,176,4969,214,1542,287,6438,230,229,2968,172,2701,121,243,61,5458,1267,1211,965,1206,159,3184
188,384,116,435,682,491,113,158,55,5,1233,1206,0,1560,820,59,124,651,1664,1206,11,0,29,187,155,119,732,38,250,891,0,1260,82,1218,1021,55,63,2027,179,233,110,2329,111,56,879,79,1196,41,45,32,2282,157,1204,446,81,23,685
189,578,301,737,886,660,314,106,50,26,2031,1627,31,2182,1314,131,93,1170,2395,1831,0,36,189,202,175,200,1025,33,576,874,0,2175,203,1649,1754,25,27,2866,97,695,118,3540,235,98,1476,199,1489,83,55,23,3492,166,1722,471,84,156,1225
190,876,415,202,781,599,501,123,126,148,1975,1796,0,1706,1932,133,70,866,2835,2452,27,92,218,88,216,67,611,51,766,961,8,1985,279,1577,1688,86,141,2614,214,943,305,3466,88,96,2065,97,1315,20,64,26,3302,469,1703,737,144,46,1141
191,627,344,320,789,619,116,122,66,11,1447,1567,10,1550,1434,20,88,822,2104,1768,0,25,88,211,171,77,674,111,502,914,0,1487,171,1301,1459,19,64,2086,179,749,151,2863,147,81,1464,92,1160,37,17,16,2921,93,1452,282,0,206,1074
192,642,979,574,484,863,1148,543,195,14,2736,2706,11,3189,2210,32,120,596,4726,3076,11,69,58,169,195,68,1796,135,1266,392,9,3640,95,3026,2222,24,75,3737,181,1524,246,5196,503,171,2253,341,1906,155,94,19,5371,71,2082,121,76,271,2892
193,708,872,485,541,755,1041,624,269,118,2674,2739,0,2770,2552,91,35,350,5028,3491,16,48,49,142,162,45,1460,94,601,406,0,4312,194,2816,2167,53,183,3776,331,1306,349,5064,319,218,2643,205,1666,156,177,29,5287,126,1074,198,32,202,3907
194,138,139,75,105,165,229,213,67,16,553,594,0,607,506,34,12,47,1088,702,0,15,25,59,21,13,312,22,148,85,0,892,43,674,409,3,18,880,80,187,46,1101,76,50,540,69,339,39,24,10,1128,19,201,178,0,34,734
195,949,859,1047,903,822,865,520,308,78,3224,3127,11,3553,2494,293,34,905,5412,3655,103,346,517,389,261,100,980,103,1360,1236,12,3640,419,2388,3337,88,119,4576,242,1533,400,5951,283,101,2798,449,2462,116,99,43,5307,1044,515,1483,486,154,3713
196,1001,626,677,1142,996,893,878,563,396,3854,3318,19,3703,3215,235,102,904,6166,4268,30,78,88,438,275,232,1763,152,819,312,0,5889,658,3294,3016,12,192,5651,376,1145,720,6452,367,307,3469,240,2507,125,115,42,6945,227,795,642,15,681,5039
197,189,299,157,148,336,402,369,289,64,1142,1111,12,1104,1088,49,4,181,2068,1562,6,8,8,52,23,26,568,71,265,16,13,1888,86,1237,846,13,71,1668,89,496,187,2066,75,52,1149,124,623,108,110,12,2195,58,196,99,0,65,1893
198,386,559,224,243,423,607,438,359,43,1631,1651,0,1618,1604,60,23,165,3094,2132,8,8,24,34,64,18,994,65,346,53,9,2809,142,1897,1189,11,43,2272,256,754,160,3122,142,37,1664,133,1049,114,125,18,3163,119,290,0,0,76,2916
199,623,1227,469,464,822,1049,1029,464,109,3081,3175,27,3110,3070,49,7,467,5782,4179,23,78,55,140,207,143,1431,136,838,145,32,5105,178,3410,2522,38,108,4330,306,1620,354,5902,274,178,3146,290,1709,340,276,43,6135,121,1011,141,10,243,4851
200,724,594,682,843,840,596,227,229,81,2656,2160,19,2661,2102,34,90,1045,3681,2866,26,27,79,248,221,160,1189,143,601,995,9,3068,404,1932,2414,19,47,3321,345,1150,237,4579,322,168,2155,218,1626,115,157,55,4500,316,1266,268,248,217,2817
201,685,742,1218,651,777,805,849,282,276,3259,3026,12,3517,2593,163,83,1353,4849,3980,33,95,115,310,262,35,1455,255,682,274,141,4933,452,2452,3061,74,246,4568,445,1272,741,5544,347,93,2768,322,2438,127,190,0,6047,238,554,786,122,254,4569
202,650,606,303,540,704,789,839,301,83,2456,2359,0,2556,2105,154,49,341,4425,2951,0,5,116,131,106,109,1397,90,662,122,46,3895,353,2589,1764,13,96,3585,313,917,284,4531,287,145,2259,242,1367,244,245,26,4720,95,514,170,56,144,3931
203,352,157,365,413,474,591,527,259,137,1893,1382,0,1953,1208,114,75,486,2714,1744,11,22,67,57,294,155,925,98,337,167,22,2651,501,1415,1117,98,144,2756,171,348,216,3059,247,119,1322,175,1131,118,154,9,3219,56,351,126,11,131,2656
204,559,313,546,488,528,543,336,177,112,1854,1748,0,1956,1586,60,0,516,3086,2232,0,158,160,181,249,103,519,125,522,562,15,2378,296,1589,1540,59,118,2724,147,731,284,3318,128,110,1646,122,1225,87,229,55,3046,556,283,576,64,473,2206
